,Provider,ClaimNum,DupClaimNum,DupClaimRatio,DupClaim,group_x,DupClaimStates,DupClaimStatesNum,DupClaimMultiState,group_y,DupClaimProvider_x,DupClaimProviderNum_x,DupClaimMultiProvider_x,group,DupClaimProvider_y,DupClaimProviderNum_y,DupClaimMultiProvider_y
1555,PRV55944,11,1.0,0.09090909090909091,yes,[151],"[18, 39]",2.0,yes,[151],"['PRV55944', 'PRV52843']",2.0,yes,[151],"['PRV55944', 'PRV52843']",2.0,yes
1556,PRV55948,4,0.0,0.0,no,,,,,,,,,,,,
1557,PRV55951,38,0.0,0.0,no,,,,,,,,,,,,
1558,PRV55956,8,1.0,0.125,yes,[626],[39],1.0,no,[626],"['PRV55912', 'PRV55956']",2.0,yes,[626],"['PRV55912', 'PRV55956']",2.0,yes
1559,PRV55957,22,0.0,0.0,no,,,,,,,,,,,,
1560,PRV55970,16,2.0,0.125,yes,[294 305],"[37, 45, 39]",3.0,yes,[294 305],"['PRV56555', 'PRV55689', 'PRV55970']",3.0,yes,[294 305],"['PRV56555', 'PRV55689', 'PRV55970']",3.0,yes
1561,PRV55971,101,3.0,0.0297029702970297,yes,[ 56  92 111],"[4, 39, 11, 14, 50]",5.0,yes,[ 56  92 111],"['PRV52021', 'PRV57398', 'PRV55971', 'PRV52347', 'PRV51300']",5.0,yes,[ 56  92 111],"['PRV52021', 'PRV57398', 'PRV55971', 'PRV52347', 'PRV51300']",5.0,yes
1562,PRV55972,19,0.0,0.0,no,,,,,,,,,,,,
1563,PRV55978,92,8.0,0.08695652173913043,yes,[ 71 123 290 356 447 464 489 589],"[33, 5, 39, 8, 10, 45, 15, 26, 31]",9.0,yes,[ 71 123 290 356 447 464 489 589],"['PRV54776', 'PRV55978', 'PRV52845', 'PRV54367', 'PRV51475', 'PRV55034', 'PRV54337', 'PRV52027', 'PRV57711']",9.0,yes,[ 71 123 290 356 447 464 489 589],"['PRV54776', 'PRV55978', 'PRV52845', 'PRV54367', 'PRV51475', 'PRV55034', 'PRV54337', 'PRV52027', 'PRV57711']",9.0,yes
1564,PRV55981,15,1.0,0.06666666666666667,yes,[128],"[24, 39]",2.0,yes,[128],"['PRV55981', 'PRV54099']",2.0,yes,[128],"['PRV55981', 'PRV54099']",2.0,yes
1565,PRV55983,8,0.0,0.0,no,,,,,,,,,,,,
1566,PRV55990,22,1.0,0.045454545454545456,yes,[495],"[5, 39]",2.0,yes,[495],"['PRV55990', 'PRV51501']",2.0,yes,[495],"['PRV55990', 'PRV51501']",2.0,yes
1567,PRV55996,29,2.0,0.06896551724137931,yes,[27 72],"[49, 45, 39]",3.0,yes,[27 72],"['PRV55996', 'PRV56575', 'PRV57177']",3.0,yes,[27 72],"['PRV55996', 'PRV56575', 'PRV57177']",3.0,yes
1568,PRV56001,57,3.0,0.05263157894736842,yes,[333 557 693],"[19, 11, 36, 39]",4.0,yes,[333 557 693],"['PRV52303', 'PRV56001', 'PRV53421', 'PRV55506']",4.0,yes,[333 557 693],"['PRV52303', 'PRV56001', 'PRV53421', 'PRV55506']",4.0,yes
1569,PRV56002,11,1.0,0.09090909090909091,yes,[138],[39],1.0,no,[138],"['PRV56002', 'PRV56007']",2.0,yes,[138],"['PRV56002', 'PRV56007']",2.0,yes
1570,PRV56003,8,1.0,0.125,yes,[287],"[17, 39]",2.0,yes,[287],"['PRV53104', 'PRV56003']",2.0,yes,[287],"['PRV53104', 'PRV56003']",2.0,yes
1571,PRV56005,2,0.0,0.0,no,,,,,,,,,,,,
1572,PRV56007,69,3.0,0.043478260869565216,yes,[138 456 586],"[10, 5, 39]",3.0,yes,[138 456 586],"['PRV56002', 'PRV56007', 'PRV54649', 'PRV52123']",4.0,yes,[138 456 586],"['PRV56002', 'PRV56007', 'PRV54649', 'PRV52123']",4.0,yes
1573,PRV56012,29,1.0,0.034482758620689655,yes,[158],"[10, 52, 4, 39]",4.0,yes,[158],"['PRV52135', 'PRV56012', 'PRV52020', 'PRV51300']",4.0,yes,[158],"['PRV52135', 'PRV56012', 'PRV52020', 'PRV51300']",4.0,yes
1574,PRV56014,19,2.0,0.10526315789473684,yes,[208 264],"[8, 36]",2.0,yes,[208 264],"['PRV56014', 'PRV55462']",2.0,yes,[208 264],"['PRV56014', 'PRV55462']",2.0,yes
1575,PRV56015,6,0.0,0.0,no,,,,,,,,,,,,
1576,PRV56017,11,0.0,0.0,no,,,,,,,,,,,,
1577,PRV56018,25,2.0,0.08,yes,[301 371],"[5, 45, 39]",3.0,yes,[301 371],"['PRV56588', 'PRV56018', 'PRV51584']",3.0,yes,[301 371],"['PRV56588', 'PRV56018', 'PRV51584']",3.0,yes
1578,PRV56020,15,0.0,0.0,no,,,,,,,,,,,,
1579,PRV56023,7,0.0,0.0,no,,,,,,,,,,,,
1580,PRV56028,4,0.0,0.0,no,,,,,,,,,,,,
1581,PRV56031,9,0.0,0.0,no,,,,,,,,,,,,
1582,PRV56033,4,0.0,0.0,no,,,,,,,,,,,,
1583,PRV56038,1,0.0,0.0,no,,,,,,,,,,,,
1584,PRV56044,16,0.0,0.0,no,,,,,,,,,,,,
1585,PRV56046,14,0.0,0.0,no,,,,,,,,,,,,
1586,PRV56057,9,0.0,0.0,no,,,,,,,,,,,,
1587,PRV56058,11,0.0,0.0,no,,,,,,,,,,,,
1588,PRV56102,8,0.0,0.0,no,,,,,,,,,,,,
1589,PRV56103,68,3.0,0.04411764705882353,yes,[190 463 647],"[17, 26, 44, 39]",4.0,yes,[190 463 647],"['PRV54378', 'PRV56481', 'PRV53141', 'PRV56103']",4.0,yes,[190 463 647],"['PRV54378', 'PRV56481', 'PRV53141', 'PRV56103']",4.0,yes
1590,PRV56105,29,4.0,0.13793103448275862,yes,[ 47 310 480 505],"[36, 5, 39, 11, 20, 31]",6.0,yes,[ 47 310 480 505],"['PRV52340', 'PRV51421', 'PRV55443', 'PRV53618', 'PRV54781', 'PRV56105']",6.0,yes,[ 47 310 480 505],"['PRV52340', 'PRV51421', 'PRV55443', 'PRV53618', 'PRV54781', 'PRV56105']",6.0,yes
1591,PRV56106,2,0.0,0.0,no,,,,,,,,,,,,
1592,PRV56118,14,0.0,0.0,no,,,,,,,,,,,,
1593,PRV56119,11,0.0,0.0,no,,,,,,,,,,,,
1594,PRV56120,4,0.0,0.0,no,,,,,,,,,,,,
1595,PRV56121,16,0.0,0.0,no,,,,,,,,,,,,
1596,PRV56122,3,0.0,0.0,no,,,,,,,,,,,,
1597,PRV56123,40,2.0,0.05,yes,[240 424],"[33, 39, 37, 15]",4.0,yes,[240 424],"['PRV52842', 'PRV55676', 'PRV52019', 'PRV56123']",4.0,yes,[240 424],"['PRV52842', 'PRV55676', 'PRV52019', 'PRV56123']",4.0,yes
1598,PRV56124,6,0.0,0.0,no,,,,,,,,,,,,
1599,PRV56125,7,0.0,0.0,no,,,,,,,,,,,,
1600,PRV56126,6,0.0,0.0,no,,,,,,,,,,,,
1601,PRV56129,23,1.0,0.043478260869565216,yes,[625],"[45, 39]",2.0,yes,[625],"['PRV56129', 'PRV57034']",2.0,yes,[625],"['PRV56129', 'PRV57034']",2.0,yes
1602,PRV56130,17,1.0,0.058823529411764705,yes,[77],"[14, 39]",2.0,yes,[77],"['PRV56130', 'PRV52642']",2.0,yes,[77],"['PRV56130', 'PRV52642']",2.0,yes
1603,PRV56131,15,1.0,0.06666666666666667,yes,[17],"[3, 39]",2.0,yes,[17],"['PRV51145', 'PRV56131']",2.0,yes,[17],"['PRV51145', 'PRV56131']",2.0,yes
1604,PRV56133,15,0.0,0.0,no,,,,,,,,,,,,
1605,PRV56134,62,5.0,0.08064516129032258,yes,[427 555 648 658 670],"[6, 39, 49, 18, 26]",5.0,yes,[427 555 648 658 670],"['PRV56134', 'PRV53242', 'PRV57204', 'PRV54337', 'PRV57231', 'PRV51842']",6.0,yes,[427 555 648 658 670],"['PRV56134', 'PRV53242', 'PRV57204', 'PRV54337', 'PRV57231', 'PRV51842']",6.0,yes
1606,PRV56135,3,0.0,0.0,no,,,,,,,,,,,,
1607,PRV56136,1,0.0,0.0,no,,,,,,,,,,,,
1608,PRV56139,3,0.0,0.0,no,,,,,,,,,,,,
1609,PRV56140,16,0.0,0.0,no,,,,,,,,,,,,
1610,PRV56142,5,0.0,0.0,no,,,,,,,,,,,,
1611,PRV56147,2,0.0,0.0,no,,,,,,,,,,,,
1612,PRV56156,5,1.0,0.2,yes,[336],"[45, 54]",2.0,yes,[336],"['PRV56156', 'PRV56577']",2.0,yes,[336],"['PRV56156', 'PRV56577']",2.0,yes
1613,PRV56161,13,0.0,0.0,no,,,,,,,,,,,,
1614,PRV56166,2,0.0,0.0,no,,,,,,,,,,,,
1615,PRV56170,8,0.0,0.0,no,,,,,,,,,,,,
1616,PRV56172,3,0.0,0.0,no,,,,,,,,,,,,
1617,PRV56173,6,0.0,0.0,no,,,,,,,,,,,,
1618,PRV56174,1,0.0,0.0,no,,,,,,,,,,,,
1619,PRV56179,1,0.0,0.0,no,,,,,,,,,,,,
1620,PRV56202,1,0.0,0.0,no,,,,,,,,,,,,
1621,PRV56207,3,1.0,0.3333333333333333,yes,[683],"[41, 34]",2.0,yes,[683],"['PRV55230', 'PRV56207']",2.0,yes,[683],"['PRV55230', 'PRV56207']",2.0,yes
1622,PRV56210,31,0.0,0.0,no,,,,,,,,,,,,
1623,PRV56218,6,0.0,0.0,no,,,,,,,,,,,,
1624,PRV56219,4,0.0,0.0,no,,,,,,,,,,,,
1625,PRV56220,3,1.0,0.3333333333333333,yes,[64],"[42, 30]",2.0,yes,[64],"['PRV54718', 'PRV56220']",2.0,yes,[64],"['PRV54718', 'PRV56220']",2.0,yes
1626,PRV56221,18,0.0,0.0,no,,,,,,,,,,,,
1627,PRV56224,4,0.0,0.0,no,,,,,,,,,,,,
1628,PRV56225,50,1.0,0.02,yes,[170],"[10, 42]",2.0,yes,[170],"['PRV56225', 'PRV52019']",2.0,yes,[170],"['PRV56225', 'PRV52019']",2.0,yes
1629,PRV56227,1,0.0,0.0,no,,,,,,,,,,,,
1630,PRV56231,32,0.0,0.0,no,,,,,,,,,,,,
1631,PRV56235,14,0.0,0.0,no,,,,,,,,,,,,
1632,PRV56236,7,0.0,0.0,no,,,,,,,,,,,,
1633,PRV56238,4,0.0,0.0,no,,,,,,,,,,,,
1634,PRV56242,1,0.0,0.0,no,,,,,,,,,,,,
1635,PRV56243,78,3.0,0.038461538461538464,yes,[196 411 587],"[33, 42, 10, 45]",4.0,yes,[196 411 587],"['PRV56243', 'PRV54981', 'PRV52123', 'PRV56730']",4.0,yes,[196 411 587],"['PRV56243', 'PRV54981', 'PRV52123', 'PRV56730']",4.0,yes
1636,PRV56247,2,0.0,0.0,no,,,,,,,,,,,,
1637,PRV56249,56,1.0,0.017857142857142856,yes,[449],"[10, 42]",2.0,yes,[449],"['PRV56249', 'PRV52065']",2.0,yes,[449],"['PRV56249', 'PRV52065']",2.0,yes
1638,PRV56253,63,1.0,0.015873015873015872,yes,[397],"[42, 6]",2.0,yes,[397],"['PRV51873', 'PRV56253']",2.0,yes,[397],"['PRV51873', 'PRV56253']",2.0,yes
1639,PRV56256,11,1.0,0.09090909090909091,yes,[385],"[10, 42]",2.0,yes,[385],"['PRV56256', 'PRV52020']",2.0,yes,[385],"['PRV56256', 'PRV52020']",2.0,yes
1640,PRV56257,17,0.0,0.0,no,,,,,,,,,,,,
1641,PRV56259,16,2.0,0.125,yes,[142 292],"[5, 42, 37, 54]",4.0,yes,[142 292],"['PRV56259', 'PRV55676', 'PRV54658']",3.0,yes,[142 292],"['PRV56259', 'PRV55676', 'PRV54658']",3.0,yes
1642,PRV56260,55,3.0,0.05454545454545454,yes,[ 42 488 570],"[42, 2, 44, 5]",4.0,yes,[ 42 488 570],"['PRV56421', 'PRV51578', 'PRV56260', 'PRV51501']",4.0,yes,[ 42 488 570],"['PRV56421', 'PRV51578', 'PRV56260', 'PRV51501']",4.0,yes
1643,PRV56263,2,0.0,0.0,no,,,,,,,,,,,,
1644,PRV56264,19,1.0,0.05263157894736842,yes,[107],"[49, 42]",2.0,yes,[107],"['PRV57173', 'PRV56264']",2.0,yes,[107],"['PRV57173', 'PRV56264']",2.0,yes
1645,PRV56265,20,1.0,0.05,yes,[163],"[42, 22]",2.0,yes,[163],"['PRV53808', 'PRV56265']",2.0,yes,[163],"['PRV53808', 'PRV56265']",2.0,yes
1646,PRV56268,61,3.0,0.04918032786885246,yes,[ 65 268],"[42, 52]",2.0,yes,[ 65 268],"['PRV57492', 'PRV56268']",2.0,yes,[ 65 268],"['PRV57492', 'PRV56268']",2.0,yes
1647,PRV56269,8,0.0,0.0,no,,,,,,,,,,,,
1648,PRV56271,1,0.0,0.0,no,,,,,,,,,,,,
1649,PRV56274,4,1.0,0.25,yes,[337],"[42, 21]",2.0,yes,[337],"['PRV56274', 'PRV53692']",2.0,yes,[337],"['PRV56274', 'PRV53692']",2.0,yes
1650,PRV56276,1,0.0,0.0,no,,,,,,,,,,,,
1651,PRV56285,13,1.0,0.07692307692307693,yes,[149],"[50, 42]",2.0,yes,[149],"['PRV56285', 'PRV51578']",2.0,yes,[149],"['PRV56285', 'PRV51578']",2.0,yes
1652,PRV56286,1,0.0,0.0,no,,,,,,,,,,,,
1653,PRV56288,2,0.0,0.0,no,,,,,,,,,,,,
1654,PRV56289,5,0.0,0.0,no,,,,,,,,,,,,
1655,PRV56329,14,0.0,0.0,no,,,,,,,,,,,,
1656,PRV56335,18,1.0,0.05555555555555555,yes,[182],"[42, 15]",2.0,yes,[182],"['PRV52846', 'PRV56335']",2.0,yes,[182],"['PRV52846', 'PRV56335']",2.0,yes
1657,PRV56336,21,0.0,0.0,no,,,,,,,,,,,,
1658,PRV56338,10,0.0,0.0,no,,,,,,,,,,,,
1659,PRV56339,1,1.0,1.0,yes,[515],"[42, 36]",2.0,yes,[515],"['PRV56339', 'PRV55531']",2.0,yes,[515],"['PRV56339', 'PRV55531']",2.0,yes
1660,PRV56340,3,0.0,0.0,no,,,,,,,,,,,,
1661,PRV56341,1,0.0,0.0,no,,,,,,,,,,,,
1662,PRV56342,5,0.0,0.0,no,,,,,,,,,,,,
1663,PRV56347,9,2.0,0.2222222222222222,yes,[471 676],"[24, 33, 37]",3.0,yes,[471 676],"['PRV54924', 'PRV56347', 'PRV55817']",3.0,yes,[471 676],"['PRV54924', 'PRV56347', 'PRV55817']",3.0,yes
1664,PRV56349,31,0.0,0.0,no,,,,,,,,,,,,
1665,PRV56350,66,4.0,0.06060606060606061,yes,[ 18  49 191 642],"[1, 35, 43, 45, 50, 23, 24]",7.0,yes,[ 18  49 191 642],"['PRV57310', 'PRV56350', 'PRV51119', 'PRV56555', 'PRV53872']",5.0,yes,[ 18  49 191 642],"['PRV57310', 'PRV56350', 'PRV51119', 'PRV56555', 'PRV53872']",5.0,yes
1666,PRV56352,4,0.0,0.0,no,,,,,,,,,,,,
1667,PRV56354,3,1.0,0.3333333333333333,yes,[373],"[49, 43]",2.0,yes,[373],"['PRV56354', 'PRV57177']",2.0,yes,[373],"['PRV56354', 'PRV57177']",2.0,yes
1668,PRV56355,4,0.0,0.0,no,,,,,,,,,,,,
1669,PRV56361,7,0.0,0.0,no,,,,,,,,,,,,
1670,PRV56368,1,0.0,0.0,no,,,,,,,,,,,,
1671,PRV56384,2,0.0,0.0,no,,,,,,,,,,,,
1672,PRV56390,2,0.0,0.0,no,,,,,,,,,,,,
1673,PRV56392,6,0.0,0.0,no,,,,,,,,,,,,
1674,PRV56395,7,0.0,0.0,no,,,,,,,,,,,,
1675,PRV56396,32,0.0,0.0,no,,,,,,,,,,,,
1676,PRV56398,1,0.0,0.0,no,,,,,,,,,,,,
1677,PRV56400,3,0.0,0.0,no,,,,,,,,,,,,
1678,PRV56403,10,0.0,0.0,no,,,,,,,,,,,,
1679,PRV56407,5,0.0,0.0,no,,,,,,,,,,,,
1680,PRV56408,3,0.0,0.0,no,,,,,,,,,,,,
1681,PRV56411,4,0.0,0.0,no,,,,,,,,,,,,
1682,PRV56412,9,0.0,0.0,no,,,,,,,,,,,,
1683,PRV56416,214,8.0,0.037383177570093455,yes,[113 199 420 422 459 468 520 532],"[36, 10, 11, 44, 12, 14, 49, 18, 23, 25, 26]",11.0,yes,[113 199 420 422 459 468 520 532],"['PRV52474', 'PRV52044', 'PRV54327', 'PRV52641', 'PRV52340', 'PRV55435', 'PRV53884', 'PRV53961', 'PRV52152', 'PRV57293', 'PRV56416', 'PRV53266']",12.0,yes,[113 199 420 422 459 468 520 532],"['PRV52474', 'PRV52044', 'PRV54327', 'PRV52641', 'PRV52340', 'PRV55435', 'PRV53884', 'PRV53961', 'PRV52152', 'PRV57293', 'PRV56416', 'PRV53266']",12.0,yes
1684,PRV56421,46,2.0,0.043478260869565216,yes,[412 570],"[26, 44, 42]",3.0,yes,[412 570],"['PRV56421', 'PRV56260', 'PRV54337']",3.0,yes,[412 570],"['PRV56421', 'PRV56260', 'PRV54337']",3.0,yes
1685,PRV56423,2,0.0,0.0,no,,,,,,,,,,,,
1686,PRV56425,8,0.0,0.0,no,,,,,,,,,,,,
1687,PRV56428,8,1.0,0.125,yes,[512],"[44, 36]",2.0,yes,[512],"['PRV55444', 'PRV56428']",2.0,yes,[512],"['PRV55444', 'PRV56428']",2.0,yes
1688,PRV56432,6,1.0,0.16666666666666666,yes,[540],"[18, 23]",2.0,yes,[540],"['PRV56432', 'PRV53996']",2.0,yes,[540],"['PRV56432', 'PRV53996']",2.0,yes
1689,PRV56435,4,0.0,0.0,no,,,,,,,,,,,,
1690,PRV56437,39,3.0,0.07692307692307693,yes,[213 474 552],"[44, 30, 14, 23]",4.0,yes,[213 474 552],"['PRV52079', 'PRV56437', 'PRV52642', 'PRV53776']",4.0,yes,[213 474 552],"['PRV52079', 'PRV56437', 'PRV52642', 'PRV53776']",4.0,yes
1691,PRV56438,64,3.0,0.046875,yes,[253 278 314],"[5, 11, 44, 45, 15, 26, 31]",7.0,yes,[253 278 314],"['PRV54765', 'PRV52405', 'PRV56918', 'PRV52845', 'PRV56438', 'PRV51342', 'PRV54348']",7.0,yes,[253 278 314],"['PRV54765', 'PRV52405', 'PRV56918', 'PRV52845', 'PRV56438', 'PRV51342', 'PRV54348']",7.0,yes
1692,PRV56442,81,2.0,0.024691358024691357,yes,[516 603],"[18, 37, 44, 5]",4.0,yes,[516 603],"['PRV54390', 'PRV56442', 'PRV51350']",3.0,yes,[516 603],"['PRV54390', 'PRV56442', 'PRV51350']",3.0,yes
1693,PRV56445,32,2.0,0.0625,yes,[209 550],"[10, 44, 52]",3.0,yes,[209 550],"['PRV56445', 'PRV52021', 'PRV57502']",3.0,yes,[209 550],"['PRV56445', 'PRV52021', 'PRV57502']",3.0,yes
1694,PRV56449,13,0.0,0.0,no,,,,,,,,,,,,
1695,PRV56452,4,0.0,0.0,no,,,,,,,,,,,,
1696,PRV56456,14,0.0,0.0,no,,,,,,,,,,,,
1697,PRV56458,7,0.0,0.0,no,,,,,,,,,,,,
1698,PRV56461,10,1.0,0.1,yes,[494],"[44, 45]",2.0,yes,[494],"['PRV56461', 'PRV56591']",2.0,yes,[494],"['PRV56461', 'PRV56591']",2.0,yes
1699,PRV56468,5,0.0,0.0,no,,,,,,,,,,,,
1700,PRV56469,36,1.0,0.027777777777777776,yes,[122],"[18, 14]",2.0,yes,[122],"['PRV56469', 'PRV52589']",2.0,yes,[122],"['PRV56469', 'PRV52589']",2.0,yes
1701,PRV56470,5,0.0,0.0,no,,,,,,,,,,,,
1702,PRV56473,7,0.0,0.0,no,,,,,,,,,,,,
1703,PRV56474,1,0.0,0.0,no,,,,,,,,,,,,
1704,PRV56476,1,0.0,0.0,no,,,,,,,,,,,,
1705,PRV56478,67,5.0,0.07462686567164178,yes,[386 469 470 583 615],"[36, 6, 11, 44, 14, 49, 52]",7.0,yes,[386 469 470 583 615],"['PRV56478', 'PRV51840', 'PRV55663', 'PRV57172', 'PRV52642', 'PRV57527']",6.0,yes,[386 469 470 583 615],"['PRV56478', 'PRV51840', 'PRV55663', 'PRV57172', 'PRV52642', 'PRV57527']",6.0,yes
1706,PRV56481,78,4.0,0.05128205128205128,yes,[162 281 463 601],"[7, 39, 10, 44, 50]",5.0,yes,[162 281 463 601],"['PRV56481', 'PRV51940', 'PRV57398', 'PRV56103', 'PRV52283']",5.0,yes,[162 281 463 601],"['PRV56481', 'PRV51940', 'PRV57398', 'PRV56103', 'PRV52283']",5.0,yes
1707,PRV56483,2,0.0,0.0,no,,,,,,,,,,,,
1708,PRV56485,1,0.0,0.0,no,,,,,,,,,,,,
1709,PRV56487,1,0.0,0.0,no,,,,,,,,,,,,
1710,PRV56490,11,0.0,0.0,no,,,,,,,,,,,,
1711,PRV56500,3,0.0,0.0,no,,,,,,,,,,,,
1712,PRV56501,6,0.0,0.0,no,,,,,,,,,,,,
1713,PRV56507,7,0.0,0.0,no,,,,,,,,,,,,
1714,PRV56519,7,0.0,0.0,no,,,,,,,,,,,,
1715,PRV56533,15,1.0,0.06666666666666667,yes,[388],"[24, 44]",2.0,yes,[388],"['PRV56533', 'PRV51165']",2.0,yes,[388],"['PRV56533', 'PRV51165']",2.0,yes
1716,PRV56540,1,0.0,0.0,no,,,,,,,,,,,,
1717,PRV56541,54,0.0,0.0,no,,,,,,,,,,,,
1718,PRV56543,4,0.0,0.0,no,,,,,,,,,,,,
1719,PRV56544,18,0.0,0.0,no,,,,,,,,,,,,
1720,PRV56545,1,0.0,0.0,no,,,,,,,,,,,,
1721,PRV56546,9,0.0,0.0,no,,,,,,,,,,,,
1722,PRV56547,7,0.0,0.0,no,,,,,,,,,,,,
1723,PRV56548,8,2.0,0.25,yes,[318 335],"[18, 11, 44, 45]",4.0,yes,[318 335],"['PRV53242', 'PRV56605', 'PRV56548']",3.0,yes,[318 335],"['PRV53242', 'PRV56605', 'PRV56548']",3.0,yes
1724,PRV56549,2,0.0,0.0,no,,,,,,,,,,,,
1725,PRV56550,55,1.0,0.01818181818181818,yes,[644],"[21, 45]",2.0,yes,[644],"['PRV56550', 'PRV53677']",2.0,yes,[644],"['PRV56550', 'PRV53677']",2.0,yes
1726,PRV56555,59,2.0,0.03389830508474576,yes,[191 294],"[35, 45, 39]",3.0,yes,[191 294],"['PRV56555', 'PRV55970', 'PRV56350']",3.0,yes,[191 294],"['PRV56555', 'PRV55970', 'PRV56350']",3.0,yes
1727,PRV56556,74,3.0,0.04054054054054054,yes,[197 596 597],"[32, 34, 11, 23]",4.0,yes,[197 596 597],"['PRV52398', 'PRV56556', 'PRV53878', 'PRV55230']",4.0,yes,[197 596 597],"['PRV52398', 'PRV56556', 'PRV53878', 'PRV55230']",4.0,yes
1728,PRV56560,248,11.0,0.04435483870967742,yes,[  2 147 167 186 232 237 272 361 394 437 517],"[2, 5, 39, 10, 45, 14, 16, 49, 50, 24, 31]",11.0,yes,[  2 147 167 186 232 237 272 361 394 437 517],"['PRV52717', 'PRV51126', 'PRV54812', 'PRV52019', 'PRV56560', 'PRV55215', 'PRV55836', 'PRV56575', 'PRV53070', 'PRV55916', 'PRV51632']",11.0,yes,[  2 147 167 186 232 237 272 361 394 437 517],"['PRV52717', 'PRV51126', 'PRV54812', 'PRV52019', 'PRV56560', 'PRV55215', 'PRV55836', 'PRV56575', 'PRV53070', 'PRV55916', 'PRV51632']",11.0,yes
1729,PRV56562,2,0.0,0.0,no,,,,,,,,,,,,
1730,PRV56563,8,1.0,0.125,yes,[16],"[5, 45]",2.0,yes,[16],"['PRV56563', 'PRV51390']",2.0,yes,[16],"['PRV56563', 'PRV51390']",2.0,yes
1731,PRV56566,1,0.0,0.0,no,,,,,,,,,,,,
1732,PRV56570,13,1.0,0.07692307692307693,yes,[432],"[45, 5]",2.0,yes,[432],"['PRV56570', 'PRV51614']",2.0,yes,[432],"['PRV56570', 'PRV51614']",2.0,yes
1733,PRV56571,3,0.0,0.0,no,,,,,,,,,,,,
1734,PRV56574,12,0.0,0.0,no,,,,,,,,,,,,
1735,PRV56575,113,6.0,0.05309734513274336,yes,[ 72 125 167 220 482 639],"[36, 39, 45, 14, 52, 22]",6.0,yes,[ 72 125 167 220 482 639],"['PRV56560', 'PRV55516', 'PRV55996', 'PRV53769', 'PRV56575', 'PRV57543', 'PRV52574']",7.0,yes,[ 72 125 167 220 482 639],"['PRV56560', 'PRV55516', 'PRV55996', 'PRV53769', 'PRV56575', 'PRV57543', 'PRV52574']",7.0,yes
1736,PRV56576,1,0.0,0.0,no,,,,,,,,,,,,
1737,PRV56577,8,2.0,0.25,yes,[231 336],"[1, 45, 54]",3.0,yes,[231 336],"['PRV51064', 'PRV56156', 'PRV56577']",3.0,yes,[231 336],"['PRV51064', 'PRV56156', 'PRV56577']",3.0,yes
1738,PRV56578,7,0.0,0.0,no,,,,,,,,,,,,
1739,PRV56583,13,1.0,0.07692307692307693,yes,[306],"[5, 45]",2.0,yes,[306],"['PRV56583', 'PRV51471']",2.0,yes,[306],"['PRV56583', 'PRV51471']",2.0,yes
1740,PRV56584,4,1.0,0.25,yes,[650],"[45, 15]",2.0,yes,[650],"['PRV52922', 'PRV56584']",2.0,yes,[650],"['PRV52922', 'PRV56584']",2.0,yes
1741,PRV56585,4,0.0,0.0,no,,,,,,,,,,,,
1742,PRV56587,18,0.0,0.0,no,,,,,,,,,,,,
1743,PRV56588,100,3.0,0.03,yes,[194 301 398],"[17, 26, 45, 39]",4.0,yes,[194 301 398],"['PRV53124', 'PRV56588', 'PRV56018', 'PRV54391']",4.0,yes,[194 301 398],"['PRV53124', 'PRV56588', 'PRV56018', 'PRV54391']",4.0,yes
1744,PRV56589,4,0.0,0.0,no,,,,,,,,,,,,
1745,PRV56591,16,1.0,0.0625,yes,[494],"[44, 45]",2.0,yes,[494],"['PRV56461', 'PRV56591']",2.0,yes,[494],"['PRV56461', 'PRV56591']",2.0,yes
1746,PRV56592,63,2.0,0.031746031746031744,yes,[493 563],"[52, 45]",2.0,yes,[493 563],"['PRV56592', 'PRV56763', 'PRV57495']",3.0,yes,[493 563],"['PRV56592', 'PRV56763', 'PRV57495']",3.0,yes
1747,PRV56601,1,0.0,0.0,no,,,,,,,,,,,,
1748,PRV56603,1,0.0,0.0,no,,,,,,,,,,,,
1749,PRV56605,4,1.0,0.25,yes,[335],"[11, 45]",2.0,yes,[335],"['PRV56605', 'PRV56548']",2.0,yes,[335],"['PRV56605', 'PRV56548']",2.0,yes
1750,PRV56606,9,1.0,0.1111111111111111,yes,[362],"[33, 45]",2.0,yes,[362],"['PRV56606', 'PRV54955']",2.0,yes,[362],"['PRV56606', 'PRV54955']",2.0,yes
1751,PRV56607,4,0.0,0.0,no,,,,,,,,,,,,
1752,PRV56610,12,0.0,0.0,no,,,,,,,,,,,,
1753,PRV56614,15,0.0,0.0,no,,,,,,,,,,,,
1754,PRV56615,3,0.0,0.0,no,,,,,,,,,,,,
1755,PRV56624,7,0.0,0.0,no,,,,,,,,,,,,
1756,PRV56626,4,0.0,0.0,no,,,,,,,,,,,,
1757,PRV56628,9,1.0,0.1111111111111111,yes,[299],"[32, 11]",2.0,yes,[299],"['PRV56628', 'PRV52340']",2.0,yes,[299],"['PRV56628', 'PRV52340']",2.0,yes
1758,PRV56630,63,1.0,0.015873015873015872,yes,[338],"[19, 45]",2.0,yes,[338],"['PRV56630', 'PRV53421']",2.0,yes,[338],"['PRV56630', 'PRV53421']",2.0,yes
1759,PRV56632,7,1.0,0.14285714285714285,yes,[127],"[10, 45]",2.0,yes,[127],"['PRV52178', 'PRV56632']",2.0,yes,[127],"['PRV52178', 'PRV56632']",2.0,yes
