,Provider,PotentialFraud,DurationMedianIP,DurationMeanIP,DurationMedianOP,DurationMeanOP,Serves,ChronCondsMedian,ChronCondsMean,ChronConsMode,PtAgeMedian,PtAgeMean,NumPtsIP,NumPtsOP,NumStatesIP,NumStatesOP,SharePhysician,MergeTotalClaim,MergeTotalPatient,MergeAvgClaimReimbursed,NumTopCodeClaim,DupClaimNum_IP,DupClaimRatio_IP,DupClaim_IP,DupClaimStatesNum_IP,DupClaimMultiState_IP,DupClaimProviderNum_IP,DupClaimMultiProvider_IP,DupClaimStartDtNum_IP,DupClaimMultiStartDt_IP,DupClaimNum_OP,DupClaimRatio_OP,DupClaim_OP,DupClaimStatesNum_OP,DupClaimMultiState_OP,DupClaimProviderNum_OP,DupClaimMultiProvider_OP,DupClaimStartDtNum_OP,DupClaimMultiStartDt_OP,AvgDuration,NumOfPt,NumOfClm,ClmPerPt,TotalRev,RevPerPt,ClmNoPhy,ClmAllPhy,ClmNoProc,ClmPerDay
4101,PRV56133,No,4.0,4.933333333333334,0.0,0.0,IP,6.0,5.466666666666667,5.5,68.0,67.53333333333333,14.0,0.0,1.0,0.0,1.0,15,14,9600.0,6.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,4.93,14,15,1.07,160020,11430.0,0,3,8,14
4102,PRV56134,Yes,4.0,5.919354838709677,0.0,0.0,IP,6.0,5.951612903225806,5.0,75.0,73.06451612903226,58.0,0.0,1.0,0.0,1.0,62,58,12387.09677419355,22.0,yes,0.08064516129032258,yes,5.0,yes,6.0,yes,10.0,yes,0,0.0,none,0.0,none,0.0,none,0.0,none,5.92,58,62,1.07,834216,14383.03,0,12,26,57
4103,PRV56135,No,14.0,17.0,0.0,1.2105263157894737,Both,7.0,7.363636363636363,6.0,78.0,75.63636363636364,3.0,14.0,1.0,1.0,1.0,22,16,2601.3636363636365,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.3684210526315789,yes,49.0,yes,511.0,yes,313.0,yes,3.36,16,22,1.38,23366,1460.38,0,2,20,21
4104,PRV56136,No,3.0,3.0,0.0,0.0,Both,8.0,7.875,11.0,69.0,65.125,1.0,7.0,1.0,1.0,1.0,8,8,890.0,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.42857142857142855,yes,38.0,yes,133.0,yes,120.0,yes,0.38,8,8,1.0,8188,1023.5,0,0,7,8
4105,PRV56137,No,0.0,0.0,0.0,2.25,OP,7.0,7.479166666666667,7.5,66.0,69.35416666666667,0.0,30.0,0.0,2.0,1.0,48,30,336.4583333333333,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4791666666666667,yes,52.0,yes,1641.0,yes,367.0,yes,2.25,30,48,1.6,16270,542.33,0,5,48,46
4106,PRV56138,No,0.0,0.0,0.0,2.0,OP,6.0,6.194444444444445,6.0,68.0,70.33333333333333,0.0,22.0,0.0,1.0,1.0,36,22,365.5555555555555,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3333333333333333,yes,52.0,yes,2468.0,yes,377.0,yes,2.0,22,36,1.64,13620,619.09,0,4,36,35
4107,PRV56139,No,8.0,7.333333333333333,0.0,1.1111111111111112,Both,6.0,6.666666666666667,5.0,77.0,77.38095238095238,3.0,13.0,1.0,2.0,1.0,21,14,2143.333333333333,0.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.6111111111111112,yes,52.0,yes,2376.0,yes,371.0,yes,2.0,14,21,1.5,48214,3443.86,0,2,20,20
4108,PRV56140,No,5.5,5.875,0.0,1.3333333333333333,Both,6.0,6.709677419354839,6.0,71.0,71.0,16.0,14.0,1.0,1.0,1.0,31,30,4212.903225806452,5.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.7333333333333333,yes,52.0,yes,765.0,yes,357.0,yes,3.68,30,31,1.03,147688,4922.93,0,1,23,30
4109,PRV56141,No,0.0,0.0,0.0,0.9487179487179487,OP,7.0,7.589743589743589,7.0,71.0,69.58974358974359,0.0,28.0,0.0,1.0,1.0,39,28,372.8205128205129,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4615384615384616,yes,52.0,yes,2379.0,yes,371.0,yes,0.95,28,39,1.39,14580,520.71,0,3,39,37
4110,PRV56142,No,4.0,14.8,0.0,1.375,Both,6.0,6.566037735849057,5.5,73.0,71.88679245283019,5.0,46.0,1.0,6.0,1.0,53,51,2482.830188679245,3.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4583333333333333,yes,49.0,yes,781.0,yes,355.0,yes,2.64,51,53,1.04,137040,2687.06,0,3,48,46
4111,PRV56143,No,0.0,0.0,0.0,0.034482758620689655,OP,7.0,7.137931034482759,7.0,73.0,70.41379310344827,0.0,24.0,0.0,2.0,1.0,29,24,180.0,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3448275862068966,yes,49.0,yes,502.0,yes,319.0,yes,0.03,24,29,1.21,5270,219.58,0,2,29,26
4112,PRV56145,No,0.0,0.0,0.0,1.6538461538461537,OP,7.0,7.0576923076923075,7.0,71.5,71.90384615384616,0.0,40.0,0.0,1.0,1.0,52,40,435.57692307692315,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4807692307692308,yes,51.0,yes,858.0,yes,366.0,yes,1.65,40,52,1.3,22860,571.5,0,8,52,50
4113,PRV56146,No,0.0,0.0,0.0,1.9047619047619047,OP,7.0,7.9523809523809526,7.0,70.0,70.04761904761905,0.0,14.0,0.0,1.0,1.0,21,14,552.3809523809524,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4761904761904762,yes,52.0,yes,817.0,yes,365.0,yes,1.9,14,21,1.5,11600,828.57,0,2,21,21
4114,PRV56147,No,11.0,11.0,0.0,0.0,Both,5.5,6.25,5.0,71.0,75.0,2.0,6.0,1.0,2.0,1.0,8,8,2308.75,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.3333333333333333,yes,43.0,yes,215.0,yes,179.0,yes,2.75,8,8,1.0,20606,2575.75,0,1,7,8
4115,PRV56148,No,0.0,0.0,0.0,0.951048951048951,OP,7.0,7.314685314685315,7.0,73.0,72.37062937062937,0.0,70.0,0.0,1.0,1.0,143,70,167.48251748251752,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4335664335664336,yes,52.0,yes,3079.0,yes,374.0,yes,0.95,70,143,2.04,24160,345.14,1,12,143,115
4116,PRV56149,No,0.0,0.0,0.0,0.037037037037037035,OP,7.0,7.185185185185185,7.0,73.0,72.96296296296296,0.0,16.0,0.0,1.0,1.0,27,16,227.03703703703704,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5925925925925926,yes,52.0,yes,2696.0,yes,372.0,yes,0.04,16,27,1.69,6250,390.62,0,4,27,27
4117,PRV56151,No,0.0,0.0,0.0,0.7471264367816092,OP,9.0,8.137931034482758,9.0,76.0,72.75862068965517,0.0,42.0,0.0,3.0,1.0,87,42,204.367816091954,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5287356321839081,yes,52.0,yes,3052.0,yes,372.0,yes,0.75,42,87,2.07,17890,425.95,0,7,87,82
4118,PRV56152,No,0.0,0.0,0.0,1.2777777777777777,OP,8.0,7.555555555555555,9.0,74.0,72.38888888888889,0.0,15.0,0.0,1.0,1.0,18,15,367.77777777777777,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5555555555555556,yes,50.0,yes,462.0,yes,294.0,yes,1.28,15,18,1.2,6640,442.67,0,1,18,18
4119,PRV56153,No,0.0,0.0,0.0,0.0,OP,5.0,6.333333333333333,5.0,73.0,70.0,0.0,9.0,0.0,2.0,1.0,9,9,156.66666666666666,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5555555555555556,yes,51.0,yes,1343.0,yes,365.0,yes,0.0,9,9,1.0,1410,156.67,0,0,9,9
4120,PRV56154,No,0.0,0.0,0.0,3.473684210526316,OP,7.0,6.947368421052632,7.0,71.0,71.36842105263158,0.0,19.0,0.0,1.0,1.0,19,19,228.94736842105263,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4736842105263158,yes,52.0,yes,1348.0,yes,367.0,yes,3.47,19,19,1.0,4350,228.95,0,3,19,19
4121,PRV56156,No,5.0,5.0,0.0,1.234375,Both,6.0,6.739130434782608,6.0,69.0,70.33333333333333,5.0,42.0,1.0,1.0,1.0,69,46,675.6521739130435,5.0,yes,0.2,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.4375,yes,52.0,yes,2736.0,yes,372.0,yes,1.51,46,69,1.5,52110,1132.83,0,3,69,62
4122,PRV56157,No,0.0,0.0,0.0,0.10526315789473684,OP,7.5,7.552631578947368,6.0,71.0,71.8157894736842,0.0,32.0,0.0,2.0,1.0,38,32,364.2105263157895,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3947368421052632,yes,52.0,yes,2688.0,yes,372.0,yes,0.11,32,38,1.19,13840,432.5,0,2,38,34
4123,PRV56158,No,0.0,0.0,0.0,0.2631578947368421,OP,8.0,7.526315789473684,11.0,70.5,71.21052631578948,0.0,24.0,0.0,1.0,1.0,38,24,156.05263157894737,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.6052631578947368,yes,52.0,yes,2767.0,yes,373.0,yes,0.26,24,38,1.58,5970,248.75,1,6,38,38
4124,PRV56159,No,0.0,0.0,0.0,1.0666666666666667,OP,7.0,7.1,5.0,75.0,74.7,0.0,29.0,0.0,1.0,1.0,30,29,238.66666666666663,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,51.0,yes,909.0,yes,362.0,yes,1.07,29,30,1.03,7510,258.97,0,5,30,28
4125,PRV56161,Yes,3.0,6.6923076923076925,0.0,1.0588235294117647,Both,6.0,6.0638297872340425,6.0,73.0,73.25531914893617,12.0,28.0,1.0,2.0,1.0,47,37,2247.659574468085,2.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.5882352941176471,yes,51.0,yes,891.0,yes,365.0,yes,2.62,37,47,1.27,113826,3076.38,0,0,41,46
4126,PRV56163,No,0.0,0.0,0.0,0.14285714285714285,OP,9.0,6.857142857142857,3.0,59.0,65.14285714285714,0.0,6.0,0.0,1.0,1.0,7,6,454.28571428571433,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5714285714285714,yes,52.0,yes,2308.0,yes,371.0,yes,0.14,6,7,1.17,3260,543.33,0,0,7,7
4127,PRV56164,No,0.0,0.0,0.0,0.5185185185185185,OP,7.0,7.074074074074074,5.0,75.0,70.66666666666667,0.0,27.0,0.0,2.0,1.0,27,27,206.2962962962963,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4074074074074074,yes,49.0,yes,418.0,yes,290.0,yes,0.52,27,27,1.0,5570,206.3,1,2,27,26
4128,PRV56165,No,0.0,0.0,0.0,2.6842105263157894,OP,8.0,7.684210526315789,9.0,67.0,68.26315789473684,0.0,13.0,0.0,1.0,1.0,19,13,674.2105263157895,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5263157894736842,yes,52.0,yes,839.0,yes,360.0,yes,2.68,13,19,1.46,12860,989.23,0,2,19,19
4129,PRV56166,No,2.0,2.0,0.0,0.0,Both,6.0,7.0,5.0,78.5,77.5,2.0,6.0,1.0,2.0,1.0,8,8,1090.0,2.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.6666666666666666,yes,49.0,yes,366.0,yes,264.0,yes,0.5,8,8,1.0,10856,1357.0,0,2,8,8
4130,PRV56168,No,0.0,0.0,0.0,0.0,OP,10.0,10.0,10.0,69.0,69.0,0.0,1.0,0.0,1.0,0.0,1,1,20.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,no,0.0,no,0.0,none,0.0,none,0.0,none,0.0,1,1,1.0,20,20.0,0,0,1,1
4131,PRV56169,No,0.0,0.0,0.0,0.8181818181818182,OP,8.0,7.409090909090909,8.0,76.5,77.22727272727273,0.0,17.0,0.0,3.0,1.0,22,17,334.09090909090907,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3636363636363637,yes,52.0,yes,2614.0,yes,372.0,yes,0.82,17,22,1.29,7350,432.35,0,2,22,22
4132,PRV56170,No,3.0,3.75,0.0,2.1,Both,6.5,7.166666666666667,6.0,70.0,70.77777777777777,8.0,8.0,1.0,2.0,1.0,18,16,4076.111111111111,5.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.5,yes,52.0,yes,1362.0,yes,366.0,yes,2.83,16,18,1.12,81914,5119.62,0,3,14,18
4133,PRV56171,No,0.0,0.0,0.0,2.7333333333333334,OP,5.0,6.266666666666667,5.0,59.0,65.4,0.0,12.0,0.0,1.0,1.0,15,12,76.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4,yes,50.0,yes,641.0,yes,341.0,yes,2.73,12,15,1.25,1150,95.83,0,0,15,15
4134,PRV56172,No,1.0,2.6666666666666665,0.0,5.0,Both,9.0,8.545454545454545,10.0,64.0,61.36363636363637,3.0,8.0,1.0,1.0,1.0,11,11,2830.909090909091,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.25,yes,52.0,yes,2285.0,yes,371.0,yes,4.36,11,11,1.0,34344,3122.18,0,4,10,11
4135,PRV56173,No,5.5,6.833333333333333,0.0,2.763157894736842,Both,7.0,6.681818181818182,6.5,70.5,70.18181818181819,5.0,32.0,1.0,1.0,1.0,44,37,2425.454545454545,4.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.5,yes,52.0,yes,1090.0,yes,367.0,yes,3.32,37,44,1.19,113288,3061.84,0,2,40,42
4136,PRV56174,No,3.0,3.0,0.0,3.4444444444444446,Both,6.5,6.6,5.666666666666667,69.5,66.0,1.0,9.0,1.0,1.0,1.0,10,10,355.0,0.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.6666666666666666,yes,47.0,yes,249.0,yes,202.0,yes,3.4,10,10,1.0,4618,461.8,1,1,9,10
4137,PRV56176,No,0.0,0.0,0.0,2.857142857142857,OP,7.0,6.619047619047619,7.0,75.0,71.66666666666667,0.0,15.0,0.0,1.0,1.0,21,15,379.0476190476191,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.42857142857142855,yes,52.0,yes,2455.0,yes,371.0,yes,2.86,15,21,1.4,8210,547.33,0,2,21,21
4138,PRV56177,No,0.0,0.0,0.0,1.1666666666666667,OP,6.0,6.666666666666667,6.0,72.0,70.0,0.0,10.0,0.0,1.0,1.0,18,10,144.44444444444446,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3888888888888889,yes,52.0,yes,1287.0,yes,365.0,yes,1.17,10,18,1.8,2680,268.0,0,0,18,18
4139,PRV56179,No,33.0,33.0,0.0,3.142857142857143,Both,6.0,5.5,6.0,73.5,63.5,1.0,7.0,1.0,1.0,1.0,8,8,1243.75,0.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.42857142857142855,yes,29.0,yes,63.0,yes,66.0,yes,6.88,8,8,1.0,11018,1377.25,0,2,7,8
4140,PRV56181,No,0.0,0.0,0.0,1.6666666666666667,OP,6.5,6.166666666666667,4.0,64.5,68.0,0.0,9.0,0.0,1.0,1.0,12,9,379.16666666666674,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.6666666666666666,yes,51.0,yes,699.0,yes,350.0,yes,1.67,9,12,1.33,4550,505.56,0,0,12,12
4141,PRV56182,No,0.0,0.0,0.0,2.3137254901960786,OP,6.0,6.411764705882353,6.5,72.0,71.92156862745098,0.0,44.0,0.0,1.0,1.0,51,44,266.4705882352941,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4313725490196079,yes,52.0,yes,2667.0,yes,375.0,yes,2.31,44,51,1.16,13760,312.73,0,3,51,48
4142,PRV56183,No,0.0,0.0,0.0,1.9565217391304348,OP,7.0,6.956521739130435,7.0,70.0,69.78260869565217,0.0,19.0,0.0,1.0,1.0,23,19,184.34782608695653,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.43478260869565216,yes,50.0,yes,571.0,yes,327.0,yes,1.96,19,23,1.21,4240,223.16,0,3,23,23
4143,PRV56184,No,0.0,0.0,0.0,1.6666666666666667,OP,5.0,6.333333333333333,5.0,67.0,63.27777777777778,0.0,9.0,0.0,1.0,1.0,18,9,151.66666666666666,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4444444444444444,yes,51.0,yes,520.0,yes,313.0,yes,1.67,9,18,2.0,2860,317.78,0,0,18,18
4144,PRV56185,No,0.0,0.0,0.0,2.857142857142857,OP,8.0,7.714285714285714,8.0,67.0,64.85714285714286,0.0,7.0,0.0,1.0,1.0,7,7,75.71428571428571,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.42857142857142855,yes,50.0,yes,281.0,yes,220.0,yes,2.86,7,7,1.0,630,90.0,0,1,7,7
4145,PRV56186,No,0.0,0.0,0.0,0.9166666666666666,OP,6.0,6.416666666666667,4.0,58.5,59.833333333333336,0.0,10.0,0.0,1.0,1.0,12,10,221.66666666666663,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5833333333333334,yes,52.0,yes,1423.0,yes,365.0,yes,0.92,10,12,1.2,2660,266.0,0,5,12,12
4146,PRV56187,No,0.0,0.0,0.0,1.6666666666666667,OP,8.0,7.555555555555555,8.0,71.0,71.33333333333333,0.0,14.0,0.0,1.0,1.0,18,14,276.1111111111111,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3333333333333333,yes,42.0,yes,176.0,yes,152.0,yes,1.67,14,18,1.29,5080,362.86,0,1,18,18
4147,PRV56189,No,0.0,0.0,0.0,0.0,OP,8.0,7.666666666666667,9.0,72.5,65.83333333333333,0.0,5.0,0.0,1.0,1.0,6,5,160.0,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3333333333333333,yes,11.0,yes,16.0,yes,16.0,yes,0.0,5,6,1.2,960,192.0,0,1,6,6
4148,PRV56190,No,0.0,0.0,0.0,0.0,OP,5.5,5.333333333333333,5.0,71.5,72.0,0.0,4.0,0.0,1.0,1.0,6,4,131.66666666666666,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,12.0,yes,17.0,yes,19.0,yes,0.0,4,6,1.5,850,212.5,0,0,6,6
4149,PRV56191,No,0.0,0.0,0.0,1.967741935483871,OP,8.0,7.935483870967742,10.0,69.0,68.24193548387096,0.0,37.0,0.0,1.0,1.0,62,37,334.03225806451616,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4838709677419355,yes,52.0,yes,2864.0,yes,373.0,yes,1.97,37,62,1.68,21110,570.54,0,4,62,60
4150,PRV56193,No,0.0,0.0,0.0,0.0,OP,6.0,6.5,6.0,76.5,74.35714285714286,0.0,12.0,0.0,1.0,1.0,14,12,348.57142857142856,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.2857142857142857,yes,52.0,yes,2343.0,yes,371.0,yes,0.0,12,14,1.17,4980,415.0,0,3,14,12
4151,PRV56194,No,0.0,0.0,0.0,0.375,OP,5.0,6.25,4.0,66.5,64.375,0.0,5.0,0.0,1.0,1.0,8,5,271.25,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.375,yes,30.0,yes,51.0,yes,53.0,yes,0.38,5,8,1.6,2170,434.0,0,0,8,8
4152,PRV56196,No,0.0,0.0,0.0,1.8333333333333333,OP,8.0,7.666666666666667,7.5,74.5,76.0,0.0,6.0,0.0,1.0,1.0,6,6,123.33333333333331,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,50.0,yes,481.0,yes,311.0,yes,1.83,6,6,1.0,740,123.33,0,0,6,6
4153,PRV56198,No,0.0,0.0,0.0,0.0,OP,7.0,7.0,8.0,73.0,67.95238095238095,0.0,12.0,0.0,1.0,1.0,21,12,309.5238095238095,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3333333333333333,yes,50.0,yes,653.0,yes,336.0,yes,0.0,12,21,1.75,6500,541.67,0,3,21,21
4154,PRV56199,No,0.0,0.0,0.0,1.3125,OP,6.0,6.625,6.0,65.0,69.1875,0.0,13.0,0.0,1.0,1.0,16,13,162.5,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5625,yes,52.0,yes,1433.0,yes,366.0,yes,1.31,13,16,1.23,2600,200.0,0,0,16,16
4155,PRV56200,No,0.0,0.0,0.0,1.603448275862069,OP,7.0,6.327586206896552,7.0,73.0,72.3103448275862,0.0,41.0,0.0,1.0,1.0,58,41,217.24137931034485,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4310344827586207,yes,52.0,yes,2486.0,yes,371.0,yes,1.6,41,58,1.41,12600,307.32,0,5,58,58
4156,PRV56201,No,0.0,0.0,0.0,0.0,OP,6.0,6.666666666666667,6.0,88.0,82.33333333333333,0.0,2.0,0.0,1.0,1.0,3,2,40.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3333333333333333,yes,40.0,yes,176.0,yes,160.0,yes,0.0,2,3,1.5,120,60.0,0,0,3,3
4157,PRV56202,No,3.0,3.0,0.0,0.0,IP,6.0,6.0,6.0,85.0,85.0,1.0,0.0,1.0,0.0,0.0,1,1,10000.0,0.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,3.0,1,1,1.0,11068,11068.0,0,0,0,1
4158,PRV56206,No,0.0,0.0,0.0,2.064516129032258,OP,7.0,7.129032258064516,8.0,76.0,72.61290322580645,0.0,30.0,0.0,6.0,1.0,31,30,201.29032258064515,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.41935483870967744,yes,51.0,yes,561.0,yes,329.0,yes,2.06,30,31,1.03,6320,210.67,1,3,31,30
4159,PRV56207,No,9.0,9.333333333333334,0.0,1.1956521739130435,Both,6.0,6.5473684210526315,4.0,79.0,75.67368421052632,3.0,89.0,1.0,5.0,1.0,95,92,942.3157894736843,4.0,yes,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.4565217391304348,yes,52.0,yes,3026.0,yes,373.0,yes,1.45,92,95,1.03,93104,1012.0,1,9,93,82
4160,PRV56208,No,0.0,0.0,0.0,1.507462686567164,OP,7.0,6.641791044776119,7.0,73.0,72.53731343283582,0.0,66.0,0.0,6.0,1.0,67,66,382.23880597014926,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.373134328358209,yes,52.0,yes,1145.0,yes,369.0,yes,1.51,66,67,1.02,25610,388.03,1,4,67,62
4161,PRV56209,No,0.0,0.0,0.0,1.5396825396825398,OP,7.0,6.502645502645502,6.0,76.0,74.5026455026455,0.0,186.0,0.0,9.0,1.0,189,186,303.54497354497363,4.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4338624338624337,yes,52.0,yes,3185.0,yes,377.0,yes,1.54,186,189,1.02,57700,310.22,2,12,189,149
4162,PRV56210,No,3.0,4.967741935483871,0.0,0.6554621848739496,Both,6.0,6.406666666666666,6.5,75.0,73.46666666666667,27.0,117.0,2.0,7.0,1.0,150,144,1698.1333333333334,13.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4453781512605042,yes,52.0,yes,1982.0,yes,366.0,yes,1.55,144,150,1.04,288098,2000.68,0,3,132,127
4163,PRV56211,No,0.0,0.0,0.0,2.0481927710843375,OP,7.0,7.096385542168675,8.0,73.0,72.50602409638554,0.0,83.0,0.0,6.0,1.0,83,83,285.5421686746988,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.43373493975903615,yes,52.0,yes,2114.0,yes,370.0,yes,2.05,83,83,1.0,24110,290.48,0,6,83,70
4164,PRV56212,No,0.0,0.0,0.0,4.411764705882353,OP,7.0,6.647058823529412,7.0,74.0,70.82352941176471,0.0,17.0,0.0,5.0,1.0,17,17,315.29411764705884,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4705882352941176,yes,51.0,yes,1380.0,yes,367.0,yes,4.41,17,17,1.0,5360,315.29,0,0,17,15
4165,PRV56213,No,0.0,0.0,0.0,1.5303265940902022,OP,7.0,7.183514774494557,8.0,73.0,73.25816485225505,0.0,355.0,0.0,4.0,1.0,643,355,250.48211508553655,18.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.463452566096423,yes,52.0,yes,3677.0,yes,383.0,yes,1.53,355,643,1.81,162890,458.85,1,50,642,301
4166,PRV56214,No,0.0,0.0,0.0,0.3333333333333333,OP,7.0,8.0,7.0,69.0,69.0,0.0,3.0,0.0,1.0,1.0,3,3,236.66666666666663,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3333333333333333,yes,4.0,yes,4.0,yes,4.0,yes,0.33,3,3,1.0,710,236.67,0,1,3,3
4167,PRV56216,No,0.0,0.0,0.0,1.3846153846153846,OP,7.0,6.698544698544699,6.0,74.0,73.06860706860707,0.0,352.0,0.0,10.0,1.0,481,352,328.2952182952183,14.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4199584199584199,yes,52.0,yes,3568.0,yes,377.0,yes,1.38,352,481,1.37,159480,453.07,1,38,481,273
4168,PRV56217,No,0.0,0.0,0.0,0.5333333333333333,OP,7.0,7.511111111111111,7.0,77.0,74.62222222222222,0.0,37.0,0.0,3.0,1.0,45,37,220.44444444444446,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.37777777777777777,yes,52.0,yes,2651.0,yes,371.0,yes,0.53,37,45,1.22,9920,268.11,0,5,45,41
4169,PRV56218,No,7.0,7.666666666666667,0.0,1.6785714285714286,Both,7.0,6.720338983050848,6.0,75.0,72.66101694915254,6.0,97.0,1.0,6.0,1.0,118,103,501.3559322033897,6.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4553571428571429,yes,52.0,yes,2837.0,yes,373.0,yes,1.98,103,118,1.15,65778,638.62,0,10,114,107
4170,PRV56219,No,8.5,9.25,0.0,1.1172161172161172,Both,7.0,6.563176895306859,7.0,72.0,72.52346570397111,4.0,97.0,1.0,3.0,1.0,277,98,422.2743682310469,7.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4652014652014652,yes,52.0,yes,3290.0,yes,377.0,yes,1.23,98,277,2.83,100714,1027.69,0,34,277,197
4171,PRV56220,No,4.0,4.333333333333333,0.0,1.25,Both,7.0,6.6,8.0,71.0,68.0,3.0,11.0,1.0,1.0,1.0,15,14,1240.6666666666667,2.0,yes,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.4166666666666667,yes,38.0,yes,129.0,yes,124.0,yes,1.87,14,15,1.07,21814,1558.14,0,2,13,15
4172,PRV56221,No,4.0,4.611111111111111,0.0,1.0731707317073171,Both,7.0,6.819672131147541,7.0,73.0,71.09508196721312,17.0,198.0,3.0,15.0,1.0,305,213,748.655737704918,12.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4390243902439024,yes,52.0,yes,3384.0,yes,377.0,yes,1.28,213,305,1.43,248024,1164.43,0,16,297,207
4173,PRV56222,No,0.0,0.0,0.0,1.9504950495049505,OP,6.0,6.326732673267327,7.0,72.0,70.78217821782178,0.0,72.0,0.0,3.0,1.0,101,72,245.24752475247524,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4257425742574257,yes,52.0,yes,3069.0,yes,372.0,yes,1.95,72,101,1.4,25140,349.17,0,9,101,82
