Provider,SharePhysician,MergeTotalClaim,MergeTotalPatient,MergeAvgClaimReimbursed,PotentialFraud,NumTopCodeClaim
PRV56234,1.0,70,56,310.2857142857143,No,1.0
PRV56235,1.0,171,153,1046.1988304093568,No,10.0
PRV56236,1.0,36,35,1557.7777777777778,No,1.0
PRV56237,1.0,198,131,176.91919191919192,No,5.0
PRV56238,1.0,31,30,2377.0967741935483,No,2.0
PRV56239,1.0,125,55,438.64,No,4.0
PRV56241,1.0,140,98,226.0,No,1.0
PRV56242,1.0,136,75,370.7352941176471,No,5.0
PRV56243,1.0,909,604,1015.1595159515952,No,47.0
PRV56245,1.0,76,44,180.52631578947367,No,0.0
PRV56247,1.0,26,21,785.0,No,1.0
PRV56248,1.0,934,477,303.2012847965739,No,21.0
PRV56249,1.0,1110,666,788.3873873873874,Yes,50.0
PRV56251,1.0,30,16,298.3333333333333,No,1.0
PRV56252,1.0,18,18,289.44444444444446,No,0.0
PRV56253,1.0,311,228,2047.2025723472668,Yes,31.0
PRV56255,1.0,102,68,377.54901960784315,No,1.0
PRV56256,1.0,55,53,1648.1818181818182,No,4.0
PRV56257,1.0,52,48,3027.6923076923076,Yes,5.0
PRV56258,1.0,70,70,373.2857142857143,No,5.0
PRV56259,1.0,196,188,816.4285714285714,Yes,9.0
PRV56260,1.0,59,53,9330.677966101695,No,23.0
PRV56261,1.0,69,47,357.82608695652175,No,1.0
PRV56262,1.0,15,15,232.0,No,1.0
PRV56263,1.0,18,17,1274.4444444444443,No,4.0
PRV56264,1.0,51,45,3373.529411764706,No,8.0
PRV56265,1.0,126,54,1680.6349206349207,No,13.0
PRV56266,1.0,30,26,321.3333333333333,No,2.0
PRV56267,1.0,4,4,87.5,No,0.0
PRV56268,1.0,1113,873,845.1662174303684,Yes,55.0
PRV56269,1.0,17,16,4895.882352941177,No,5.0
PRV56270,1.0,1043,485,278.01534036433367,No,21.0
PRV56271,1.0,93,65,395.26881720430106,No,3.0
PRV56272,1.0,22,14,247.72727272727272,No,0.0
PRV56274,1.0,8,8,2997.5,No,2.0
PRV56275,1.0,80,34,308.625,No,1.0
PRV56276,1.0,7,7,1912.857142857143,No,0.0
PRV56277,1.0,19,17,287.89473684210526,No,0.0
PRV56278,1.0,27,18,774.4444444444445,No,0.0
PRV56279,1.0,53,29,335.2830188679245,No,3.0
PRV56280,1.0,39,32,216.66666666666666,No,4.0
PRV56281,1.0,54,24,446.85185185185185,No,2.0
PRV56282,1.0,4,4,125.0,No,1.0
PRV56283,1.0,3,3,773.3333333333334,No,0.0
PRV56284,1.0,67,37,344.6268656716418,No,1.0
PRV56285,1.0,13,12,10769.23076923077,No,7.0
PRV56287,1.0,107,83,268.0373831775701,No,2.0
PRV56289,1.0,5,5,5600.0,No,3.0
PRV56290,1.0,23,16,502.60869565217394,No,0.0
PRV56291,1.0,36,26,365.27777777777777,No,0.0
PRV56293,1.0,3,3,143.33333333333334,No,0.0
PRV56295,1.0,4,4,300.0,No,1.0
PRV56297,1.0,28,23,255.0,No,0.0
PRV56299,1.0,5,5,64.0,No,0.0
PRV56300,1.0,8,5,123.75,No,0.0
PRV56301,1.0,3,3,343.3333333333333,No,0.0
PRV56302,1.0,4,4,375.0,No,0.0
PRV56303,1.0,2,2,35.0,No,0.0
PRV56304,1.0,15,13,844.0,No,0.0
PRV56305,1.0,29,12,144.82758620689654,No,1.0
PRV56306,1.0,7,5,200.0,No,1.0
PRV56307,1.0,12,12,110.83333333333333,No,0.0
PRV56308,1.0,15,9,335.3333333333333,No,1.0
PRV56309,1.0,3,3,440.0,No,0.0
PRV56310,1.0,1,1,80.0,No,0.0
PRV56311,1.0,19,10,403.6842105263158,No,1.0
PRV56313,1.0,3,3,33.333333333333336,No,0.0
PRV56314,1.0,8,8,467.5,No,0.0
PRV56316,1.0,6,5,741.6666666666666,No,0.0
PRV56317,1.0,2,2,5.0,No,2.0
PRV56318,1.0,1,1,200.0,No,0.0
PRV56319,1.0,13,12,498.46153846153845,No,1.0
PRV56321,1.0,7,6,558.5714285714286,No,0.0
PRV56322,1.0,37,27,183.78378378378378,No,4.0
PRV56324,1.0,1,1,100.0,No,0.0
PRV56328,1.0,15,13,140.0,No,0.0
PRV56329,1.0,14,13,12642.857142857143,No,8.0
PRV56330,1.0,16,15,195.625,No,0.0
PRV56331,1.0,1,1,10.0,No,0.0
PRV56333,1.0,42,33,276.1904761904762,No,0.0
PRV56334,1.0,8,8,83.75,No,0.0
PRV56335,1.0,18,18,8666.666666666666,No,9.0
PRV56336,1.0,21,21,11285.714285714286,No,7.0
PRV56337,1.0,2,2,90.0,No,0.0
PRV56338,1.0,10,10,9740.0,No,4.0
PRV56340,1.0,3,3,19000.0,No,2.0
PRV56342,1.0,5,5,10400.0,No,0.0
PRV56344,1.0,11,10,320.0,No,0.0
PRV56345,1.0,572,243,235.15734265734267,No,10.0
PRV56346,1.0,42,25,382.14285714285717,No,1.0
PRV56347,1.0,51,43,2080.5882352941176,No,3.0
PRV56348,1.0,58,36,193.10344827586206,No,2.0
PRV56349,1.0,61,51,4725.901639344263,No,14.0
PRV56350,1.0,158,119,5142.594936708861,Yes,22.0
PRV56351,1.0,29,17,376.55172413793105,No,1.0
PRV56352,1.0,24,22,1572.0833333333333,No,4.0
PRV56353,1.0,96,46,305.625,No,3.0
PRV56354,1.0,11,9,6406.363636363636,No,0.0
PRV56355,1.0,115,35,662.0,No,5.0
PRV56357,1.0,16,13,105.625,No,0.0
PRV56358,1.0,4,4,60.0,No,0.0
PRV56360,1.0,78,34,321.28205128205127,No,2.0
PRV56361,1.0,114,51,925.8771929824561,Yes,7.0
PRV56362,1.0,60,51,220.16666666666666,No,1.0
PRV56363,1.0,19,8,548.421052631579,No,0.0
PRV56364,1.0,79,28,395.9493670886076,No,2.0
PRV56366,1.0,9,8,208.88888888888889,No,0.0
PRV56367,1.0,45,14,234.44444444444446,No,1.0
PRV56368,1.0,34,12,266.1764705882353,No,0.0
PRV56370,1.0,9,3,180.0,No,0.0
PRV56373,1.0,1,1,10.0,No,0.0
PRV56374,1.0,25,11,302.8,No,0.0
PRV56375,1.0,54,29,281.85185185185185,No,3.0
PRV56376,1.0,20,10,539.0,No,1.0
PRV56378,1.0,31,19,144.51612903225808,No,0.0
PRV56379,1.0,53,26,311.6981132075472,No,1.0
PRV56380,1.0,21,10,287.6190476190476,No,2.0
PRV56381,1.0,8,1,590.0,No,0.0
PRV56384,1.0,49,23,607.9591836734694,No,2.0
PRV56385,1.0,22,11,125.9090909090909,No,2.0
PRV56388,1.0,7,6,757.1428571428571,No,0.0
PRV56389,1.0,15,13,434.6666666666667,No,0.0
PRV56391,1.0,2,2,75.0,No,0.0
PRV56392,1.0,20,10,2093.0,Yes,3.0
PRV56393,1.0,10,8,258.0,No,0.0
PRV56394,1.0,32,14,497.5,No,0.0
PRV56395,1.0,7,7,15285.714285714286,No,3.0
PRV56396,1.0,83,71,3486.5060240963853,Yes,12.0
PRV56397,1.0,47,43,204.25531914893617,No,1.0
PRV56398,1.0,19,19,317.36842105263156,No,1.0
PRV56400,1.0,9,9,5533.333333333333,Yes,1.0
PRV56401,1.0,143,39,191.53846153846155,No,7.0
PRV56403,1.0,34,31,2313.529411764706,Yes,9.0
PRV56404,1.0,363,143,362.69972451790636,No,4.0
PRV56405,1.0,60,53,401.5,No,1.0
PRV56406,1.0,201,72,222.7363184079602,No,7.0
PRV56407,1.0,40,39,987.5,No,4.0
PRV56408,1.0,68,25,1170.1470588235295,No,0.0
PRV56410,1.0,350,172,264.37142857142857,No,5.0
PRV56411,1.0,75,35,1475.3333333333333,No,3.0
PRV56412,1.0,112,77,994.2857142857143,No,6.0
PRV56413,1.0,12,12,720.8333333333334,No,0.0
PRV56414,1.0,27,26,218.5185185185185,No,0.0
PRV56415,1.0,41,41,390.0,No,1.0
PRV56416,1.0,1592,695,1724.1645728643216,Yes,119.0
PRV56417,1.0,119,44,170.0,No,3.0
PRV56418,1.0,29,27,337.58620689655174,No,1.0
PRV56421,1.0,133,100,3840.2255639097743,Yes,19.0
PRV56423,1.0,12,10,1290.8333333333333,No,2.0
PRV56425,1.0,381,138,355.51181102362204,Yes,8.0
PRV56426,1.0,436,262,291.8119266055046,No,6.0
PRV56427,1.0,23,20,454.7826086956522,No,0.0
PRV56428,1.0,311,151,556.0450160771704,Yes,14.0
PRV56430,1.0,38,36,292.89473684210526,No,0.0
PRV56432,1.0,25,18,2163.2,No,3.0
PRV56433,1.0,121,114,326.5289256198347,No,3.0
PRV56435,1.0,260,115,384.7307692307692,Yes,13.0
PRV56437,1.0,719,329,652.712100139082,Yes,38.0
PRV56438,1.0,133,126,6220.300751879699,Yes,27.0
PRV56439,1.0,443,237,304.65011286681715,No,13.0
PRV56440,1.0,89,72,327.5280898876405,No,0.0
PRV56441,1.0,35,34,113.71428571428571,No,0.0
PRV56442,1.0,1330,611,927.9323308270676,Yes,62.0
PRV56444,1.0,1317,790,290.91875474563403,Yes,33.0
PRV56445,1.0,55,50,3922.7272727272725,No,12.0
PRV56447,1.0,170,101,299.2352941176471,Yes,4.0
PRV56448,1.0,584,315,340.6678082191781,No,13.0
PRV56449,1.0,135,109,1569.4814814814815,No,6.0
PRV56451,1.0,259,86,281.66023166023166,No,2.0
PRV56452,1.0,110,82,574.0909090909091,No,7.0
PRV56453,1.0,115,57,378.69565217391306,No,6.0
PRV56454,1.0,159,86,276.1635220125786,No,1.0
PRV56455,1.0,13,12,373.84615384615387,No,0.0
PRV56456,1.0,46,37,2493.695652173913,No,8.0
PRV56458,1.0,54,48,989.074074074074,No,4.0
PRV56461,1.0,115,103,1175.4782608695652,No,4.0
PRV56463,1.0,18,17,92.22222222222223,No,0.0
PRV56464,1.0,84,78,177.61904761904762,No,1.0
PRV56466,1.0,56,45,146.25,No,2.0
PRV56467,1.0,349,188,274.269340974212,No,12.0
PRV56468,1.0,34,32,1390.2941176470588,No,0.0
PRV56469,1.0,131,121,3286.7175572519086,No,17.0
PRV56470,1.0,37,26,962.4324324324324,No,4.0
PRV56471,1.0,43,21,243.95348837209303,No,3.0
PRV56473,1.0,55,50,1296.5454545454545,No,4.0
PRV56474,1.0,31,27,450.64516129032256,No,1.0
PRV56475,1.0,34,18,328.8235294117647,No,0.0
PRV56476,1.0,4,4,1675.0,No,1.0
PRV56477,1.0,9,8,495.55555555555554,No,0.0
PRV56478,1.0,152,127,4202.960526315789,No,41.0
PRV56479,1.0,140,118,278.5,No,3.0
PRV56480,1.0,21,19,148.57142857142858,No,0.0
PRV56481,1.0,128,85,5225.859375,Yes,39.0
PRV56482,1.0,28,21,527.8571428571429,No,2.0
PRV56483,1.0,32,29,807.8125,No,1.0
PRV56484,1.0,9,9,775.5555555555555,No,0.0
PRV56485,1.0,48,22,558.125,No,2.0
PRV56486,1.0,77,37,340.5194805194805,No,4.0
PRV56487,1.0,27,27,452.962962962963,No,0.0
PRV56489,1.0,21,20,445.23809523809524,No,0.0
PRV56490,1.0,14,14,5583.571428571428,No,5.0
PRV56494,1.0,560,257,331.125,No,9.0
PRV56495,1.0,36,23,326.3888888888889,No,5.0
PRV56496,1.0,41,28,332.1951219512195,No,2.0
PRV56497,1.0,30,23,418.0,No,0.0
PRV56498,1.0,7,6,358.57142857142856,No,0.0
PRV56500,1.0,151,74,430.5298013245033,No,3.0
PRV56501,1.0,232,126,755.1293103448276,Yes,7.0
PRV56502,1.0,7,6,201.42857142857142,No,0.0
PRV56504,1.0,66,38,258.93939393939394,No,2.0
PRV56507,1.0,42,26,6197.619047619048,No,3.0
PRV56508,1.0,177,84,274.4632768361582,No,2.0
PRV56509,1.0,117,55,362.13675213675214,No,5.0
PRV56510,1.0,9,7,88.88888888888889,No,0.0
PRV56511,1.0,23,19,263.4782608695652,No,0.0
PRV56512,1.0,27,17,372.22222222222223,No,1.0
PRV56514,1.0,6,6,205.0,No,1.0
PRV56515,1.0,7,6,377.14285714285717,No,0.0
PRV56517,1.0,123,96,310.3252032520325,No,1.0
PRV56518,1.0,2,2,450.0,No,0.0
PRV56519,1.0,7,7,9857.142857142857,No,3.0
PRV56521,1.0,32,22,370.0,No,3.0
PRV56522,1.0,3,3,566.6666666666666,No,0.0
PRV56523,1.0,21,20,317.6190476190476,Yes,0.0
PRV56524,1.0,3,3,40.0,No,0.0
PRV56525,1.0,66,45,285.3030303030303,No,0.0
PRV56526,1.0,32,26,281.875,No,0.0
PRV56527,1.0,57,30,350.70175438596493,No,1.0
PRV56528,1.0,21,13,114.28571428571429,No,0.0
PRV56529,1.0,34,30,146.1764705882353,No,1.0
PRV56530,1.0,3,3,126.66666666666667,No,0.0
PRV56531,1.0,5,5,60.0,No,0.0
PRV56533,1.0,15,15,6200.0,No,8.0
PRV56535,1.0,67,50,267.46268656716416,No,2.0
PRV56536,1.0,65,34,269.2307692307692,No,1.0
PRV56537,1.0,104,74,218.3653846153846,No,2.0
PRV56538,1.0,23,11,194.7826086956522,No,1.0
PRV56540,1.0,1,1,0.0,No,1.0
PRV56541,1.0,54,53,10814.814814814816,Yes,18.0
PRV56543,1.0,4,4,5500.0,No,2.0
PRV56544,1.0,20,20,4981.5,No,7.0
PRV56546,1.0,9,9,8888.888888888889,No,3.0
PRV56547,1.0,7,7,8571.42857142857,No,1.0
PRV56548,1.0,8,7,15500.0,No,2.0
PRV56549,1.0,2,2,7000.0,No,1.0
PRV56550,1.0,80,65,6936.125,Yes,28.0
PRV56551,1.0,36,30,390.8333333333333,No,0.0
PRV56552,1.0,24,16,307.9166666666667,No,0.0
PRV56553,1.0,65,38,224.92307692307693,No,1.0
PRV56554,1.0,48,46,287.7083333333333,No,1.0
PRV56555,1.0,69,67,7171.014492753623,No,31.0
PRV56556,1.0,880,384,968.7840909090909,No,54.0
PRV56557,1.0,65,57,349.0769230769231,No,1.0
PRV56559,1.0,1113,807,310.26954177897574,No,33.0
PRV56560,1.0,2313,919,1388.672719412019,Yes,155.0
PRV56562,1.0,37,23,1314.8648648648648,No,0.0
PRV56563,1.0,30,27,3229.6666666666665,No,2.0
PRV56566,1.0,176,63,386.9886363636364,Yes,7.0
PRV56568,1.0,131,55,474.6564885496183,No,5.0
PRV56570,1.0,30,27,5031.333333333333,No,6.0
PRV56571,1.0,11,8,2865.4545454545455,No,0.0
PRV56572,1.0,20,19,194.5,No,1.0
PRV56574,1.0,62,50,1954.516129032258,No,4.0
PRV56575,1.0,830,510,1391.0,Yes,62.0
PRV56576,1.0,234,107,286.96581196581195,No,5.0
PRV56577,1.0,293,247,383.7201365187713,No,7.0
PRV56578,1.0,81,73,1712.716049382716,No,3.0
PRV56579,1.0,39,17,175.64102564102564,No,0.0
PRV56580,1.0,185,163,339.94594594594594,No,1.0
PRV56581,1.0,7,7,301.42857142857144,No,0.0
PRV56583,1.0,24,24,4544.583333333333,No,5.0
PRV56584,1.0,55,37,666.5454545454545,No,4.0
PRV56585,1.0,7,7,3584.285714285714,No,3.0
PRV56586,1.0,4,4,92.5,No,0.0
PRV56587,1.0,473,338,799.0909090909091,Yes,19.0
PRV56588,1.0,269,251,3831.2267657992566,Yes,48.0
PRV56589,1.0,24,24,1777.0833333333333,No,2.0
PRV56590,1.0,33,31,315.45454545454544,No,0.0
PRV56591,1.0,143,87,947.2727272727273,Yes,6.0
PRV56592,1.0,118,99,6205.423728813559,Yes,21.0
PRV56593,1.0,46,46,293.2608695652174,No,0.0
PRV56594,1.0,70,64,424.7142857142857,No,2.0
PRV56595,1.0,56,46,281.42857142857144,No,1.0
PRV56596,1.0,18,18,230.0,No,0.0
PRV56597,1.0,191,110,272.87958115183244,No,7.0
PRV56598,1.0,280,194,311.0,No,8.0
PRV56601,1.0,33,31,348.7878787878788,No,3.0
PRV56602,1.0,145,49,384.8965517241379,No,2.0
PRV56603,1.0,4,4,1530.0,No,1.0
PRV56604,1.0,29,27,337.2413793103448,No,1.0
PRV56605,1.0,108,33,474.44444444444446,Yes,4.0
PRV56606,1.0,64,26,1477.34375,No,9.0
PRV56607,1.0,72,46,678.0555555555555,No,4.0
PRV56608,1.0,856,421,274.8247663551402,Yes,19.0
PRV56610,1.0,30,28,2553.0,No,8.0
PRV56611,1.0,123,59,219.26829268292684,No,1.0
PRV56613,1.0,304,128,267.73026315789474,No,10.0
PRV56614,1.0,26,25,4850.0,No,6.0
PRV56615,1.0,129,98,501.16279069767444,No,4.0
PRV56616,1.0,176,138,216.76136363636363,Yes,4.0
PRV56618,1.0,135,98,238.59259259259258,No,4.0
PRV56621,1.0,91,81,350.989010989011,No,4.0
PRV56622,1.0,26,21,343.46153846153845,No,3.0
PRV56624,1.0,22,21,8520.90909090909,Yes,4.0
PRV56625,1.0,36,32,278.3333333333333,No,0.0
PRV56626,1.0,94,67,698.6170212765958,No,3.0
PRV56628,1.0,101,85,1093.2673267326732,No,9.0
PRV56630,1.0,159,116,3756.1635220125786,Yes,21.0
PRV56632,1.0,73,22,889.3150684931506,No,6.0
PRV56633,1.0,5,3,120.0,No,0.0
PRV56634,1.0,206,123,271.0194174757282,No,3.0
PRV56635,1.0,10,10,227.0,No,0.0
PRV56637,1.0,161,137,250.0,No,3.0
PRV56638,1.0,26,24,278.0769230769231,No,0.0
PRV56639,1.0,96,39,483.3333333333333,No,2.0
PRV56640,1.0,23,23,318.2608695652174,No,0.0
PRV56642,1.0,141,103,322.1985815602837,No,3.0
PRV56643,1.0,24,22,3028.75,No,3.0
PRV56645,1.0,64,52,355.0,No,0.0
PRV56647,1.0,183,157,7043.224043715847,Yes,49.0
PRV56648,1.0,49,48,304.8979591836735,No,1.0
PRV56649,1.0,266,123,723.1203007518797,Yes,7.0
PRV56651,1.0,71,38,262.3943661971831,No,2.0
PRV56653,1.0,72,39,292.5,No,1.0
PRV56654,1.0,49,34,359.59183673469386,No,1.0
PRV56655,1.0,251,104,276.41434262948206,No,5.0
PRV56656,1.0,42,29,334.76190476190476,No,0.0
PRV56657,1.0,20,18,260.0,No,0.0
PRV56658,1.0,70,69,502.2857142857143,No,1.0
PRV56659,1.0,141,66,245.03546099290782,No,6.0
PRV56660,1.0,4,4,45.0,No,0.0
PRV56662,1.0,9,7,1698.888888888889,No,1.0
PRV56663,1.0,251,133,636.01593625498,No,13.0
PRV56664,1.0,15,11,3973.3333333333335,No,2.0
PRV56667,1.0,32,28,196.875,No,1.0
PRV56668,1.0,73,65,8540.684931506848,Yes,23.0
PRV56669,1.0,40,32,7090.25,Yes,12.0
PRV56671,1.0,43,30,821.8604651162791,No,1.0
PRV56672,1.0,161,70,254.53416149068323,No,5.0
PRV56673,1.0,4,4,10660.0,No,0.0
PRV56674,1.0,46,21,344.7826086956522,No,0.0
PRV56675,1.0,323,172,305.54179566563465,No,5.0
PRV56677,1.0,1,1,20.0,No,0.0
PRV56679,1.0,25,19,166.8,No,1.0
PRV56680,1.0,33,32,1951.5151515151515,No,6.0
PRV56681,1.0,5,5,158.0,No,0.0
PRV56682,1.0,19,19,863.6842105263158,No,0.0
PRV56683,1.0,167,143,328.622754491018,No,3.0
PRV56684,1.0,92,88,1870.3260869565217,No,4.0
PRV56685,1.0,405,121,1074.79012345679,Yes,29.0
PRV56686,1.0,20,18,7150.0,No,8.0
PRV56687,1.0,9,7,457.77777777777777,No,0.0
PRV56688,1.0,37,19,212.43243243243242,No,0.0
PRV56689,1.0,1794,796,281.7892976588629,Yes,42.0
PRV56691,1.0,4,4,85.0,No,0.0
PRV56693,1.0,373,302,244.58445040214477,No,7.0
PRV56694,1.0,8,8,493.75,No,0.0
PRV56696,1.0,34,33,2035.8823529411766,No,2.0
PRV56697,1.0,78,36,276.53846153846155,No,2.0
PRV56699,1.0,3,3,183.33333333333334,No,0.0
PRV56700,1.0,5,5,128.0,No,0.0
PRV56701,1.0,23,22,1594.7826086956522,No,5.0
PRV56702,1.0,224,82,211.38392857142858,No,6.0
PRV56703,1.0,48,46,3876.4583333333335,No,9.0
PRV56705,1.0,16,16,3820.0,No,2.0
PRV56706,1.0,347,144,998.1556195965418,Yes,17.0
PRV56707,1.0,18,6,158.88888888888889,No,2.0
PRV56708,1.0,7,5,504.2857142857143,No,1.0
PRV56710,1.0,67,53,965.5223880597015,No,8.0
PRV56711,1.0,63,39,1713.4920634920634,Yes,3.0
PRV56712,1.0,4,2,1327.5,No,1.0
PRV56713,1.0,173,141,2889.7109826589594,No,24.0
PRV56715,1.0,13,13,1436.1538461538462,No,2.0
PRV56716,1.0,124,65,381.93548387096774,No,4.0
PRV56717,1.0,8,7,1425.0,No,1.0
PRV56718,1.0,142,77,229.71830985915494,No,6.0
PRV56719,1.0,67,57,1844.7761194029852,Yes,4.0
PRV56720,1.0,12,12,1562.5,No,2.0
PRV56721,1.0,202,182,297.6237623762376,No,6.0
PRV56722,1.0,25,25,990.8,No,2.0
PRV56723,1.0,18,11,157.22222222222223,No,1.0
PRV56724,1.0,26,26,3302.3076923076924,No,2.0
PRV56725,1.0,291,132,341.27147766323026,No,9.0
PRV56726,1.0,16,16,4527.5,No,1.0
PRV56728,1.0,42,17,253.33333333333334,No,3.0
PRV56729,1.0,219,179,320.0,No,5.0
PRV56730,1.0,54,51,5628.7037037037035,Yes,8.0
PRV56731,1.0,20,20,5485.0,Yes,1.0
PRV56732,1.0,28,26,6175.714285714285,Yes,6.0
PRV56733,1.0,198,89,622.7272727272727,No,14.0
PRV56734,1.0,22,22,4986.363636363636,No,2.0
PRV56735,1.0,412,285,324.34466019417476,No,3.0
PRV56738,1.0,512,300,524.765625,No,17.0
PRV56739,1.0,5,5,2230.0,No,0.0
PRV56740,1.0,45,38,193.77777777777777,No,0.0
PRV56741,1.0,25,25,224.8,No,1.0
PRV56742,1.0,35,32,3450.0,No,6.0
PRV56743,1.0,393,328,323.0534351145038,No,10.0
PRV56745,1.0,132,53,208.03030303030303,No,3.0
PRV56746,1.0,43,42,3977.4418604651164,No,12.0
PRV56747,1.0,16,16,1158.125,No,0.0
PRV56748,1.0,463,361,3057.840172786177,Yes,46.0
PRV56749,1.0,28,26,3936.0714285714284,No,5.0
PRV56750,1.0,11,11,2395.4545454545455,No,1.0
PRV56751,1.0,84,51,1028.6904761904761,No,4.0
PRV56752,1.0,25,24,644.8,No,2.0
PRV56753,1.0,24,21,4170.0,No,8.0
PRV56754,1.0,109,70,679.3577981651376,No,6.0
PRV56755,1.0,18,17,3008.8888888888887,No,2.0
PRV56758,1.0,531,347,310.52730696798494,No,13.0
PRV56759,1.0,11,11,2569.090909090909,No,2.0
PRV56760,1.0,643,403,292.84603421461895,No,14.0
PRV56761,1.0,117,107,7112.991452991453,No,39.0
PRV56762,1.0,39,35,274.61538461538464,No,1.0
PRV56763,1.0,26,25,4480.384615384615,No,1.0
PRV56764,1.0,201,139,476.0199004975124,No,7.0
PRV56765,1.0,22,21,271.3636363636364,No,1.0
PRV56766,1.0,29,27,854.4827586206897,No,0.0
PRV56767,1.0,18,18,2865.0,No,3.0
PRV56768,1.0,4,4,4250.0,No,1.0
PRV56769,1.0,23,21,1526.9565217391305,No,2.0
PRV56772,1.0,70,54,685.1428571428571,No,6.0
PRV56773,1.0,43,33,1505.3488372093022,No,4.0
PRV56774,1.0,1,1,4000.0,No,1.0
PRV56775,1.0,18,18,1908.3333333333333,No,1.0
PRV56777,1.0,44,44,2571.590909090909,No,4.0
PRV56778,1.0,38,38,3215.2631578947367,No,8.0
PRV56780,1.0,7,7,125.71428571428571,No,0.0
PRV56782,1.0,288,109,312.53472222222223,No,8.0
PRV56783,1.0,85,69,299.1764705882353,No,2.0
PRV56784,1.0,19,18,364.2105263157895,No,0.0
PRV56788,1.0,177,116,282.8813559322034,No,6.0
PRV56789,1.0,67,49,947.9104477611941,No,6.0
PRV56790,1.0,91,64,384.5054945054945,No,1.0
PRV56791,1.0,233,162,287.6824034334764,No,4.0
PRV56792,1.0,8,8,307.5,No,0.0
PRV56793,1.0,31,29,1817.0967741935483,No,1.0
PRV56796,1.0,92,87,777.0652173913044,No,3.0
PRV56797,1.0,5,5,252.0,No,0.0
PRV56798,1.0,24,22,420.8333333333333,No,0.0
PRV56800,1.0,57,48,1768.9473684210527,No,1.0
PRV56801,1.0,25,24,328.4,No,1.0
PRV56802,1.0,13,11,14230.76923076923,No,6.0
PRV56803,1.0,795,416,401.7861635220126,No,17.0
PRV56807,1.0,91,85,249.8901098901099,No,1.0
PRV56808,1.0,62,62,6993.709677419355,Yes,25.0
PRV56809,1.0,44,41,1028.8636363636363,No,3.0
PRV56810,1.0,14,14,563.5714285714286,No,0.0
PRV56811,1.0,62,60,1710.483870967742,No,4.0
PRV56813,1.0,106,83,320.188679245283,No,2.0
PRV56816,1.0,15,15,469.3333333333333,No,0.0
PRV56818,1.0,20,17,2277.0,No,0.0
PRV56819,1.0,25,23,8836.0,No,13.0
PRV56820,1.0,5,4,164.0,No,0.0
PRV56823,1.0,18,15,351.1111111111111,No,0.0
PRV56824,1.0,136,125,349.55882352941177,No,4.0
PRV56826,1.0,24,24,869.5833333333334,No,5.0
PRV56828,1.0,142,131,285.28169014084506,No,2.0
PRV56829,1.0,193,95,291.55440414507774,No,3.0
PRV56830,1.0,7,7,940.0,No,0.0
PRV56831,1.0,5,5,152.0,No,0.0
PRV56832,1.0,11,11,683.6363636363636,No,0.0
PRV56833,1.0,8,7,88.75,No,1.0
PRV56834,1.0,16,6,428.125,No,0.0
PRV56835,1.0,103,52,239.2233009708738,No,3.0
PRV56836,1.0,3,3,246.66666666666666,No,0.0
PRV56837,1.0,42,27,408.8095238095238,No,0.0
PRV56839,1.0,12,12,1489.1666666666667,No,1.0
PRV56840,1.0,89,33,214.4943820224719,No,0.0
PRV56845,1.0,9,9,66.66666666666667,No,1.0
PRV56846,1.0,21,9,334.2857142857143,No,0.0
PRV56850,1.0,17,6,273.52941176470586,No,0.0
PRV56851,1.0,20,7,369.0,No,0.0
PRV56852,1.0,20,9,98.0,No,0.0
PRV56853,1.0,27,6,197.77777777777777,No,1.0
PRV56854,1.0,3,3,200.0,No,0.0
PRV56855,1.0,4,3,72.5,No,0.0
PRV56856,1.0,90,31,263.0,No,4.0
PRV56857,1.0,46,20,358.2608695652174,No,1.0
PRV56858,1.0,40,23,196.75,No,2.0
PRV56860,1.0,3,3,856.6666666666666,No,0.0
PRV56861,1.0,31,22,179.3548387096774,No,0.0
PRV56862,1.0,14,8,213.57142857142858,No,2.0
PRV56863,1.0,52,29,270.5769230769231,No,0.0
PRV56864,1.0,24,12,158.33333333333334,No,1.0
PRV56866,1.0,68,23,399.70588235294116,No,1.0
PRV56867,1.0,9,8,381.1111111111111,No,0.0
PRV56868,1.0,18,7,421.6666666666667,No,0.0
PRV56869,1.0,36,24,311.6666666666667,No,4.0
PRV56870,1.0,13,13,9153.846153846154,No,9.0
PRV56871,1.0,11,11,395.45454545454544,No,0.0
PRV56877,1.0,44,34,3872.9545454545455,Yes,9.0
PRV56878,1.0,26,8,256.15384615384613,No,1.0
PRV56879,1.0,7,6,1162.857142857143,No,0.0
PRV56880,1.0,2,2,130.0,No,0.0
PRV56881,1.0,78,31,220.51282051282053,No,3.0
PRV56882,1.0,21,10,192.85714285714286,No,0.0
PRV56884,1.0,8,8,180.0,No,0.0
PRV56885,1.0,10,6,6605.0,No,3.0
PRV56886,1.0,11,3,123.63636363636364,No,0.0
PRV56887,1.0,36,11,253.33333333333334,No,0.0
PRV56888,1.0,10,10,605.0,No,1.0
PRV56889,1.0,50,29,2531.0,No,1.0
PRV56890,1.0,12,5,355.8333333333333,No,0.0
PRV56892,1.0,13,5,244.6153846153846,No,0.0
PRV56893,1.0,7,7,431.42857142857144,No,0.0
PRV56894,1.0,26,23,167.69230769230768,No,1.0
PRV56895,1.0,14,14,10357.142857142857,No,6.0
PRV56896,1.0,3,3,20000.0,No,2.0
PRV56897,1.0,8,8,7750.0,No,3.0
