,Provider,PotentialFraud,AvgDuration,NumOfPt,NumOfClm,ClmPerPt,TotalRev,RevPerPt,ClmNoPhy,ClmAllPhy,ClmNoProc,ClmPerDay
3672,PRV56080,No,0.0,5,5,1.0,250,50.0,0,0,5,5
3673,PRV56083,No,0.0,3,3,1.0,3570,1190.0,0,0,3,3
3674,PRV56084,No,0.0,1,1,1.0,50,50.0,0,0,1,1
3675,PRV56086,No,0.25,14,16,1.14,4370,312.14,0,1,16,16
3676,PRV56087,No,0.0,1,1,1.0,300,300.0,0,0,1,1
3677,PRV56088,No,2.82,74,85,1.15,25460,344.05,0,9,85,80
3678,PRV56089,No,0.0,1,1,1.0,10,10.0,0,0,1,1
3679,PRV56090,No,1.67,11,12,1.09,1580,143.64,0,1,12,12
3680,PRV56091,No,0.0,1,1,1.0,200,200.0,0,0,1,1
3681,PRV56092,No,0.2,4,5,1.25,4330,1082.5,0,1,5,5
3682,PRV56093,No,5.71,7,7,1.0,2070,295.71,0,0,7,7
3683,PRV56094,No,3.56,24,25,1.04,7650,318.75,0,2,25,25
3684,PRV56095,No,1.82,10,11,1.1,4910,491.0,0,1,11,11
3685,PRV56098,No,1.0,18,21,1.17,2930,162.78,0,2,21,18
3686,PRV56099,No,0.33,3,3,1.0,630,210.0,0,0,3,3
3687,PRV56101,No,4.0,5,5,1.0,5680,1136.0,0,1,5,5
3688,PRV56102,No,2.19,35,36,1.03,95334,2723.83,0,3,32,35
3689,PRV56105,No,5.31,29,32,1.1,248406,8565.72,0,4,21,31
3690,PRV56106,No,3.5,2,2,1.0,8068,4034.0,0,0,1,2
3691,PRV56108,No,1.07,11,15,1.36,7360,669.09,0,1,15,15
3692,PRV56109,No,0.08,11,12,1.09,2320,210.91,0,1,12,12
3693,PRV56111,No,1.8,50,93,1.86,20280,405.6,0,5,93,84
3694,PRV56113,No,2.64,30,45,1.5,16260,542.0,0,1,45,41
3695,PRV56114,No,1.63,26,41,1.58,13230,508.85,0,8,41,39
3696,PRV56115,No,0.0,2,2,1.0,290,145.0,0,0,2,2
3697,PRV56116,No,1.46,34,35,1.03,9860,290.0,0,8,35,32
3698,PRV56117,No,0.07,12,14,1.17,1420,118.33,1,1,14,13
3699,PRV56118,No,7.5,14,14,1.0,122884,8777.43,0,0,8,14
3700,PRV56119,No,5.64,11,11,1.0,131748,11977.09,0,0,3,10
3701,PRV56120,No,5.0,4,4,1.0,40272,10068.0,0,0,2,4
3702,PRV56121,No,8.69,16,16,1.0,246088,15380.5,0,6,6,16
3703,PRV56122,No,5.67,3,3,1.0,19136,6378.67,0,1,1,3
3704,PRV56123,No,5.05,38,40,1.05,527652,13885.58,0,5,17,40
3705,PRV56124,No,3.67,6,6,1.0,90408,15068.0,0,0,3,6
3706,PRV56125,No,4.29,7,7,1.0,52476,7496.57,0,1,4,7
3707,PRV56126,No,4.5,6,6,1.0,37408,6234.67,1,1,3,6
3708,PRV56129,No,5.57,21,23,1.1,280564,13360.19,0,0,9,23
3709,PRV56130,No,3.71,16,17,1.06,138156,8634.75,0,0,8,17
3710,PRV56131,No,4.53,13,15,1.15,157020,12078.46,0,2,3,15
3711,PRV56133,No,4.93,14,15,1.07,160020,11430.0,0,3,8,14
3712,PRV56135,No,3.36,16,22,1.38,23366,1460.38,0,2,20,21
3713,PRV56136,No,0.38,8,8,1.0,8188,1023.5,0,0,7,8
3714,PRV56137,No,2.25,30,48,1.6,16270,542.33,0,5,48,46
3715,PRV56138,No,2.0,22,36,1.64,13620,619.09,0,4,36,35
3716,PRV56139,No,2.0,14,21,1.5,48214,3443.86,0,2,20,20
3717,PRV56140,No,3.68,30,31,1.03,147688,4922.93,0,1,23,30
3718,PRV56141,No,0.95,28,39,1.39,14580,520.71,0,3,39,37
3719,PRV56142,No,2.64,51,53,1.04,137040,2687.06,0,3,48,46
3720,PRV56143,No,0.03,24,29,1.21,5270,219.58,0,2,29,26
3721,PRV56145,No,1.65,40,52,1.3,22860,571.5,0,8,52,50
3722,PRV56146,No,1.9,14,21,1.5,11600,828.57,0,2,21,21
3723,PRV56147,No,2.75,8,8,1.0,20606,2575.75,0,1,7,8
3724,PRV56148,No,0.95,70,143,2.04,24160,345.14,1,12,143,115
3725,PRV56149,No,0.04,16,27,1.69,6250,390.62,0,4,27,27
3726,PRV56151,No,0.75,42,87,2.07,17890,425.95,0,7,87,82
3727,PRV56152,No,1.28,15,18,1.2,6640,442.67,0,1,18,18
3728,PRV56153,No,0.0,9,9,1.0,1410,156.67,0,0,9,9
3729,PRV56154,No,3.47,19,19,1.0,4350,228.95,0,3,19,19
3730,PRV56156,No,1.51,46,69,1.5,52110,1132.83,0,3,69,62
3731,PRV56157,No,0.11,32,38,1.19,13840,432.5,0,2,38,34
3732,PRV56158,No,0.26,24,38,1.58,5970,248.75,1,6,38,38
3733,PRV56159,No,1.07,29,30,1.03,7510,258.97,0,5,30,28
3734,PRV56163,No,0.14,6,7,1.17,3260,543.33,0,0,7,7
3735,PRV56164,No,0.52,27,27,1.0,5570,206.3,1,2,27,26
3736,PRV56165,No,2.68,13,19,1.46,12860,989.23,0,2,19,19
3737,PRV56166,No,0.5,8,8,1.0,10856,1357.0,0,2,8,8
3738,PRV56168,No,0.0,1,1,1.0,20,20.0,0,0,1,1
3739,PRV56169,No,0.82,17,22,1.29,7350,432.35,0,2,22,22
3740,PRV56170,No,2.83,16,18,1.12,81914,5119.62,0,3,14,18
3741,PRV56171,No,2.73,12,15,1.25,1150,95.83,0,0,15,15
3742,PRV56172,No,4.36,11,11,1.0,34344,3122.18,0,4,10,11
3743,PRV56173,No,3.32,37,44,1.19,113288,3061.84,0,2,40,42
3744,PRV56174,No,3.4,10,10,1.0,4618,461.8,1,1,9,10
3745,PRV56176,No,2.86,15,21,1.4,8210,547.33,0,2,21,21
3746,PRV56177,No,1.17,10,18,1.8,2680,268.0,0,0,18,18
3747,PRV56179,No,6.88,8,8,1.0,11018,1377.25,0,2,7,8
3748,PRV56181,No,1.67,9,12,1.33,4550,505.56,0,0,12,12
3749,PRV56182,No,2.31,44,51,1.16,13760,312.73,0,3,51,48
3750,PRV56183,No,1.96,19,23,1.21,4240,223.16,0,3,23,23
3751,PRV56184,No,1.67,9,18,2.0,2860,317.78,0,0,18,18
3752,PRV56185,No,2.86,7,7,1.0,630,90.0,0,1,7,7
3753,PRV56186,No,0.92,10,12,1.2,2660,266.0,0,5,12,12
3754,PRV56187,No,1.67,14,18,1.29,5080,362.86,0,1,18,18
3755,PRV56189,No,0.0,5,6,1.2,960,192.0,0,1,6,6
3756,PRV56190,No,0.0,4,6,1.5,850,212.5,0,0,6,6
3757,PRV56191,No,1.97,37,62,1.68,21110,570.54,0,4,62,60
3758,PRV56193,No,0.0,12,14,1.17,4980,415.0,0,3,14,12
3759,PRV56194,No,0.38,5,8,1.6,2170,434.0,0,0,8,8
3760,PRV56196,No,1.83,6,6,1.0,740,123.33,0,0,6,6
3761,PRV56198,No,0.0,12,21,1.75,6500,541.67,0,3,21,21
3762,PRV56199,No,1.31,13,16,1.23,2600,200.0,0,0,16,16
3763,PRV56200,No,1.6,41,58,1.41,12600,307.32,0,5,58,58
3764,PRV56201,No,0.0,2,3,1.5,120,60.0,0,0,3,3
3765,PRV56202,No,3.0,1,1,1.0,11068,11068.0,0,0,0,1
3766,PRV56206,No,2.06,30,31,1.03,6320,210.67,1,3,31,30
3767,PRV56207,No,1.45,92,95,1.03,93104,1012.0,1,9,93,82
3768,PRV56208,No,1.51,66,67,1.02,25610,388.03,1,4,67,62
3769,PRV56209,No,1.54,186,189,1.02,57700,310.22,2,12,189,149
3770,PRV56210,No,1.55,144,150,1.04,288098,2000.68,0,3,132,127
3771,PRV56211,No,2.05,83,83,1.0,24110,290.48,0,6,83,70
3772,PRV56212,No,4.41,17,17,1.0,5360,315.29,0,0,17,15
3773,PRV56213,No,1.53,355,643,1.81,162890,458.85,1,50,642,301
3774,PRV56214,No,0.33,3,3,1.0,710,236.67,0,1,3,3
3775,PRV56216,No,1.38,352,481,1.37,159480,453.07,1,38,481,273
3776,PRV56217,No,0.53,37,45,1.22,9920,268.11,0,5,45,41
3777,PRV56218,No,1.98,103,118,1.15,65778,638.62,0,10,114,107
3778,PRV56219,No,1.23,98,277,2.83,100714,1027.69,0,34,277,197
3779,PRV56220,No,1.87,14,15,1.07,21814,1558.14,0,2,13,15
3780,PRV56221,No,1.28,213,305,1.43,248024,1164.43,0,16,297,207
3781,PRV56222,No,1.95,72,101,1.4,25140,349.17,0,9,101,82
3782,PRV56224,No,1.52,101,111,1.1,73502,727.74,0,9,111,93
3783,PRV56227,No,1.81,24,26,1.08,9908,412.83,0,3,26,26
3784,PRV56228,No,1.69,149,262,1.76,66380,445.5,0,17,262,185
3785,PRV56229,No,0.0,12,13,1.08,4440,370.0,0,2,13,12
3786,PRV56232,No,1.03,34,35,1.03,9780,287.65,0,1,35,34
3787,PRV56233,No,2.61,42,98,2.33,33000,785.71,0,12,97,85
3788,PRV56234,No,2.14,56,70,1.25,21800,389.29,0,6,70,65
3789,PRV56235,No,1.81,153,171,1.12,194722,1272.69,1,17,162,134
3790,PRV56236,No,1.69,35,36,1.03,63566,1816.17,0,5,31,36
3791,PRV56237,No,1.0,131,198,1.51,35630,271.98,0,16,198,154
3792,PRV56238,No,1.1,30,31,1.03,78052,2601.73,0,3,28,29
3793,PRV56239,No,2.7,55,125,2.27,55170,1003.09,0,11,125,105
3794,PRV56241,No,0.76,98,140,1.43,31770,324.18,2,3,140,115
3795,PRV56242,No,2.02,75,136,1.81,51648,688.64,1,11,134,119
3796,PRV56243,No,1.64,604,909,1.5,952054,1576.25,1,73,863,338
3797,PRV56245,No,1.26,44,76,1.73,13850,314.77,0,2,76,70
3798,PRV56247,No,1.92,21,26,1.24,22666,1079.33,0,1,25,24
3799,PRV56248,No,1.34,477,934,1.96,285480,598.49,2,70,934,339
3800,PRV56251,No,0.83,16,30,1.88,8950,559.38,0,3,30,29
3801,PRV56252,No,1.67,18,18,1.0,5210,289.44,0,0,18,18
3802,PRV56255,No,1.45,68,102,1.5,38870,571.62,1,11,102,87
3803,PRV56256,No,1.65,53,55,1.04,102408,1932.23,0,3,47,51
3804,PRV56258,No,1.07,70,70,1.0,26300,375.71,0,6,70,65
3805,PRV56260,No,4.12,53,59,1.11,606182,11437.4,0,0,27,57
3806,PRV56261,No,0.57,47,69,1.47,25190,535.96,0,8,69,68
3807,PRV56262,No,0.93,15,15,1.0,3520,234.67,0,1,15,15
3808,PRV56263,No,0.83,17,18,1.06,25276,1486.82,0,3,17,17
3809,PRV56264,No,3.61,45,51,1.13,186344,4140.98,0,1,42,50
3810,PRV56265,No,1.37,54,126,2.33,233690,4327.59,0,9,115,109
3811,PRV56266,No,1.43,26,30,1.15,9680,372.31,1,3,30,26
3812,PRV56267,No,0.0,4,4,1.0,410,102.5,0,0,4,4
3813,PRV56269,No,2.18,16,17,1.06,91874,5742.12,0,1,12,17
3814,PRV56270,No,1.18,485,1043,2.15,292580,603.26,2,86,1043,345
3815,PRV56271,No,1.29,65,93,1.43,38288,589.05,0,10,92,81
3816,PRV56272,No,1.68,14,22,1.57,5640,402.86,0,5,22,22
3817,PRV56274,No,2.88,8,8,1.0,28252,3531.5,0,0,6,8
3818,PRV56275,No,0.59,34,80,2.35,24940,733.53,0,0,79,74
3819,PRV56276,No,3.86,7,7,1.0,390,55.71,0,0,6,7
3820,PRV56277,No,2.32,17,19,1.12,5470,321.76,0,1,19,19
3821,PRV56278,No,2.26,18,27,1.5,20910,1161.67,0,2,27,25
3822,PRV56279,No,2.06,29,53,1.83,17870,616.21,0,5,53,51
3823,PRV56280,No,0.26,32,39,1.22,8540,266.88,0,3,39,36
3824,PRV56281,No,2.26,24,54,2.25,24340,1014.17,0,6,54,50
3825,PRV56282,No,0.25,4,4,1.0,500,125.0,0,1,4,4
3826,PRV56283,No,6.67,3,3,1.0,2320,773.33,0,0,3,3
3827,PRV56284,No,1.42,37,67,1.81,23200,627.03,0,9,67,64
3828,PRV56285,No,7.23,12,13,1.08,153884,12823.67,0,1,2,13
3829,PRV56286,No,15.0,1,1,1.0,24068,24068.0,0,0,0,1
3830,PRV56287,No,1.15,83,107,1.29,28990,349.28,0,10,107,94
3831,PRV56288,No,2.5,2,2,1.0,26136,13068.0,0,0,0,2
3832,PRV56289,No,4.0,5,5,1.0,33340,6668.0,0,0,4,5
3833,PRV56290,No,2.74,16,23,1.44,11570,723.12,0,1,23,21
3834,PRV56291,No,3.19,26,36,1.38,13150,505.77,0,2,36,34
3835,PRV56293,No,0.0,3,3,1.0,430,143.33,0,0,3,3
3836,PRV56295,No,0.0,4,4,1.0,1200,300.0,0,0,4,4
3837,PRV56297,No,2.29,23,28,1.22,7140,310.43,0,3,28,27
3838,PRV56299,No,0.0,5,5,1.0,320,64.0,0,0,5,5
3839,PRV56300,No,2.5,5,8,1.6,1090,218.0,0,2,8,8
3840,PRV56301,No,0.0,3,3,1.0,1030,343.33,0,0,3,3
3841,PRV56302,No,0.0,4,4,1.0,1520,380.0,0,0,4,4
3842,PRV56303,No,0.0,2,2,1.0,70,35.0,0,0,2,2
3843,PRV56304,No,1.53,13,15,1.15,12760,981.54,0,1,15,15
3844,PRV56305,No,0.14,12,29,2.42,4200,350.0,0,3,29,28
3845,PRV56306,No,2.86,5,7,1.4,1480,296.0,0,2,7,7
3846,PRV56307,No,1.67,12,12,1.0,1330,110.83,0,1,12,12
3847,PRV56308,No,1.47,9,15,1.67,5030,558.89,0,2,15,15
3848,PRV56309,No,0.0,3,3,1.0,1320,440.0,0,0,3,3
3849,PRV56310,No,0.0,1,1,1.0,80,80.0,0,0,1,1
3850,PRV56311,No,0.63,10,19,1.9,7770,777.0,0,4,19,19
3851,PRV56313,No,0.0,3,3,1.0,100,33.33,0,0,3,3
3852,PRV56314,No,2.5,8,8,1.0,3740,467.5,0,1,8,8
3853,PRV56316,No,3.67,5,6,1.2,4450,890.0,0,0,6,6
3854,PRV56317,No,0.0,2,2,1.0,10,5.0,0,0,2,2
3855,PRV56318,No,0.0,1,1,1.0,200,200.0,0,1,1,1
3856,PRV56319,No,1.54,12,13,1.08,6480,540.0,0,2,13,13
3857,PRV56321,No,0.0,6,7,1.17,3930,655.0,0,1,7,7
3858,PRV56322,No,0.0,27,37,1.37,7020,260.0,0,2,37,37
3859,PRV56324,No,0.0,1,1,1.0,100,100.0,0,1,1,1
3860,PRV56328,No,2.2,13,15,1.15,2100,161.54,0,2,15,15
3861,PRV56329,No,5.71,13,14,1.08,191952,14765.54,0,3,2,14
3862,PRV56330,No,0.06,15,16,1.07,3130,208.67,0,1,16,16
3863,PRV56331,No,0.0,1,1,1.0,10,10.0,0,0,1,1
3864,PRV56333,No,1.6,33,42,1.27,11600,351.52,0,0,42,39
3865,PRV56334,No,0.0,8,8,1.0,670,83.75,0,1,8,8
3866,PRV56335,No,5.0,18,18,1.0,175224,9734.67,0,1,7,17
3867,PRV56336,No,4.57,21,21,1.0,259428,12353.71,0,2,11,21
3868,PRV56337,No,0.0,2,2,1.0,210,105.0,0,0,2,2
3869,PRV56338,No,5.2,10,10,1.0,108080,10808.0,0,0,5,10
3870,PRV56339,No,3.0,1,1,1.0,10068,10068.0,0,0,0,1
3871,PRV56340,No,6.0,3,3,1.0,60204,20068.0,0,0,1,3
3872,PRV56341,No,5.0,1,1,1.0,19068,19068.0,0,0,0,1
3873,PRV56342,No,2.6,5,5,1.0,57340,11468.0,0,1,1,5
3874,PRV56344,No,0.0,10,11,1.1,3520,352.0,0,1,11,11
3875,PRV56345,No,1.15,243,572,2.35,136650,562.35,2,57,571,279
3876,PRV56346,No,2.12,25,42,1.68,16190,647.6,0,2,42,42
3877,PRV56347,No,1.65,43,51,1.19,115952,2696.56,0,10,46,51
3878,PRV56348,No,0.28,36,58,1.61,11420,317.22,0,6,58,55
3879,PRV56349,No,3.0,51,61,1.2,299342,5869.45,0,5,40,56
3880,PRV56351,No,2.14,17,29,1.71,11010,647.65,0,2,29,25
3881,PRV56352,No,1.46,22,24,1.09,42042,1911.0,0,2,22,24
3882,PRV56353,No,0.88,46,96,2.09,29660,644.78,0,7,96,84
3883,PRV56354,No,1.55,9,11,1.22,73674,8186.0,0,1,9,11
3884,PRV56355,No,1.39,35,115,3.29,80722,2306.34,0,10,112,101
3885,PRV56357,No,2.12,13,16,1.23,1690,130.0,0,1,16,16
3886,PRV56358,No,0.0,4,4,1.0,240,60.0,0,0,4,4
3887,PRV56360,No,2.67,34,78,2.29,25110,738.53,0,5,78,71
3888,PRV56362,No,0.63,51,60,1.18,13500,264.71,0,6,60,56
3889,PRV56363,No,2.58,8,19,2.38,10700,1337.5,0,0,19,19
3890,PRV56364,No,1.7,28,79,2.82,31600,1128.57,0,5,79,71
3891,PRV56366,No,0.0,8,9,1.12,1880,235.0,0,1,9,9
3892,PRV56367,No,1.44,14,45,3.21,10550,753.57,0,7,45,41
3893,PRV56368,No,1.38,12,34,2.83,10158,846.5,0,0,34,32
3894,PRV56369,No,1.0,1,1,1.0,80,80.0,0,1,1,1
3895,PRV56370,No,0.56,3,9,3.0,1620,540.0,0,0,9,9
3896,PRV56373,No,0.0,1,1,1.0,10,10.0,0,0,1,1
3897,PRV56374,No,3.36,11,25,2.27,7960,723.64,0,3,25,25
3898,PRV56375,No,1.61,29,54,1.86,15610,538.28,0,5,53,49
3899,PRV56376,No,1.0,10,20,2.0,10850,1085.0,0,1,20,20
3900,PRV56377,No,0.0,1,1,1.0,60,60.0,0,0,1,1
3901,PRV56378,No,1.26,19,31,1.63,4480,235.79,0,3,31,30
3902,PRV56379,No,0.72,26,53,2.04,16580,637.69,0,5,53,51
3903,PRV56380,No,1.05,10,21,2.1,6040,604.0,0,2,21,20
3904,PRV56381,No,7.5,1,8,8.0,4720,4720.0,0,0,8,8
3905,PRV56384,No,1.49,23,49,2.13,31936,1388.52,0,4,49,42
3906,PRV56385,No,0.91,11,22,2.0,2870,260.91,0,1,22,22
3907,PRV56387,No,0.0,1,1,1.0,90,90.0,0,0,1,1
3908,PRV56388,No,2.43,6,7,1.17,5300,883.33,0,0,7,7
3909,PRV56389,No,4.0,13,15,1.15,6720,516.92,0,3,15,15
3910,PRV56390,No,6.6,5,5,1.0,42436,8487.2,0,0,4,5
3911,PRV56391,No,0.0,2,2,1.0,150,75.0,0,1,2,2
3912,PRV56393,No,2.1,8,10,1.25,2580,322.5,0,0,10,10
3913,PRV56394,No,2.97,14,32,2.29,15920,1137.14,0,1,32,32
3914,PRV56395,No,5.0,7,7,1.0,114476,16353.71,1,0,4,7
3915,PRV56397,No,1.36,43,47,1.09,9680,225.12,0,2,47,46
3916,PRV56398,No,0.32,19,19,1.0,7098,373.58,0,2,19,19
3917,PRV56401,No,0.5,39,143,3.67,27820,713.33,0,0,143,119
3918,PRV56404,No,1.63,143,363,2.54,132840,928.95,1,25,363,218
3919,PRV56405,No,0.97,53,60,1.13,24350,459.43,0,6,60,55
3920,PRV56406,No,0.85,72,201,2.79,45640,633.89,0,16,201,163
3921,PRV56407,No,2.05,39,40,1.03,44940,1152.31,0,3,37,39
3922,PRV56408,No,1.75,25,68,2.72,83124,3324.96,0,12,66,62
3923,PRV56410,No,1.19,172,350,2.03,93560,543.95,2,28,350,228
3924,PRV56411,No,1.76,35,75,2.14,115222,3292.06,0,4,72,69
3925,PRV56412,No,1.54,77,112,1.45,121222,1574.31,1,9,106,97
3926,PRV56413,No,2.75,12,12,1.0,8680,723.33,0,0,12,12
3927,PRV56414,No,0.15,26,27,1.04,6100,234.62,0,2,27,27
3928,PRV56415,No,0.95,41,41,1.0,16200,395.12,0,1,41,39
3929,PRV56417,No,0.83,44,119,2.7,20440,464.55,0,9,119,101
3930,PRV56418,No,0.48,27,29,1.07,9790,362.59,0,2,29,29
3931,PRV56423,No,0.33,10,12,1.2,17626,1762.6,0,0,11,12
3932,PRV56426,No,1.39,262,436,1.66,128470,490.34,1,32,436,250
3933,PRV56427,No,1.0,20,23,1.15,10480,524.0,0,3,23,23
3934,PRV56430,No,2.74,36,38,1.06,11220,311.67,0,2,38,38
3935,PRV56432,No,1.88,18,25,1.39,53420,2967.78,0,4,21,25
3936,PRV56433,No,1.67,114,121,1.06,39970,350.61,0,10,121,105
3937,PRV56439,No,1.67,237,443,1.87,136530,576.08,1,42,443,257
3938,PRV56440,No,0.72,72,89,1.24,29260,406.39,0,9,89,80
3939,PRV56441,No,1.6,34,35,1.03,4120,121.18,0,2,35,32
3940,PRV56445,No,3.29,50,55,1.1,250016,5000.32,0,1,42,53
3941,PRV56448,No,1.43,315,584,1.85,201210,638.76,1,0,583,283
3942,PRV56449,No,2.64,109,135,1.24,226324,2076.37,0,5,127,103
3943,PRV56451,No,1.2,86,259,3.01,73480,854.42,0,22,259,198
3944,PRV56452,No,1.35,82,110,1.34,67582,824.17,1,7,110,95
3945,PRV56453,No,1.24,57,115,2.02,43760,767.72,0,12,114,100
3946,PRV56454,No,0.49,86,159,1.85,44440,516.74,0,12,159,123
3947,PRV56455,No,1.62,12,13,1.08,4890,407.5,0,0,13,12
3948,PRV56456,No,2.91,37,46,1.24,129772,3507.35,0,3,38,45
3949,PRV56458,No,1.26,48,54,1.12,55028,1146.42,0,5,53,52
3950,PRV56461,No,1.29,103,115,1.12,146050,1417.96,1,9,109,97
3951,PRV56463,No,2.22,17,18,1.06,1770,104.12,0,1,18,18
3952,PRV56464,No,0.56,78,84,1.08,15190,194.74,0,10,84,78
3953,PRV56466,No,1.09,45,56,1.24,8370,186.0,1,4,56,55
3954,PRV56467,No,1.55,188,349,1.86,96640,514.04,1,27,349,222
3955,PRV56468,No,2.44,32,34,1.06,52610,1644.06,0,2,31,30
3956,PRV56469,No,2.66,121,131,1.08,425060,3512.89,1,11,112,114
3957,PRV56470,No,1.27,26,37,1.42,41080,1580.0,0,6,36,36
3958,PRV56471,No,2.4,21,43,2.05,10680,508.57,0,4,43,41
3959,PRV56473,No,1.76,50,55,1.1,78956,1579.12,0,9,50,53
3960,PRV56474,No,0.9,27,31,1.15,15178,562.15,0,4,31,28
3961,PRV56475,No,1.21,18,34,1.89,11180,621.11,0,0,34,32
3962,PRV56476,No,1.5,4,4,1.0,7768,1942.0,0,0,3,4
3963,PRV56477,No,1.44,8,9,1.12,4530,566.25,0,1,9,9
3964,PRV56478,No,3.7,127,152,1.2,707548,5571.24,0,8,113,122
3965,PRV56479,No,1.52,118,140,1.19,39690,336.36,1,18,140,113
3966,PRV56480,No,1.1,19,21,1.11,3190,167.89,0,1,21,21
3967,PRV56482,No,1.5,21,28,1.33,14780,703.81,0,1,28,27
3968,PRV56483,No,1.72,29,32,1.1,28076,968.14,0,3,31,32
3969,PRV56484,No,2.44,9,9,1.0,6980,775.56,0,1,9,9
3970,PRV56485,No,2.31,22,48,2.18,27998,1272.64,0,4,47,45
3971,PRV56486,No,1.82,37,77,2.08,26490,715.95,1,9,77,67
3972,PRV56487,No,2.07,27,27,1.0,13588,503.26,0,3,26,27
3973,PRV56489,No,1.76,20,21,1.05,9450,472.5,0,2,21,21
3974,PRV56490,No,2.29,14,14,1.0,85850,6132.14,0,0,7,14
3975,PRV56494,No,2.01,257,560,2.18,186880,727.16,2,35,560,295
3976,PRV56495,No,0.81,23,36,1.57,11970,520.43,0,2,36,35
3977,PRV56496,No,1.68,28,41,1.46,13750,491.07,0,4,41,35
3978,PRV56497,No,1.47,23,30,1.3,12610,548.26,0,4,30,29
3979,PRV56498,No,1.0,6,7,1.17,2510,418.33,0,1,7,7
3980,PRV56500,No,1.57,74,151,2.04,69084,933.57,0,12,151,121
3981,PRV56502,No,1.14,6,7,1.17,1410,235.0,0,0,7,7
3982,PRV56504,No,1.56,38,66,1.74,17290,455.0,0,8,66,62
3983,PRV56507,No,3.83,26,42,1.62,268973,10345.12,0,2,34,38
3984,PRV56508,No,1.56,84,177,2.11,48940,582.62,1,19,177,138
3985,PRV56509,No,1.33,55,117,2.13,42560,773.82,0,9,117,104
3986,PRV56510,No,0.0,7,9,1.29,820,117.14,0,1,9,9
3987,PRV56511,No,0.91,19,23,1.21,6160,324.21,0,1,23,22
3988,PRV56512,No,1.07,17,27,1.59,10110,594.71,0,4,27,25
3989,PRV56514,No,5.33,6,6,1.0,1330,221.67,0,0,6,6
3990,PRV56515,No,0.14,6,7,1.17,2640,440.0,0,1,7,7
3991,PRV56517,No,1.65,96,123,1.28,38540,401.46,0,10,123,101
3992,PRV56518,No,0.0,2,2,1.0,900,450.0,0,1,2,2
3993,PRV56519,No,3.86,7,7,1.0,76476,10925.14,0,0,3,7
3994,PRV56521,No,2.47,22,32,1.45,11840,538.18,0,3,32,30
3995,PRV56522,No,6.33,3,3,1.0,1700,566.67,0,1,3,3
3996,PRV56524,No,5.67,3,3,1.0,120,40.0,0,0,3,3
3997,PRV56525,No,1.42,45,66,1.47,18970,421.56,0,6,66,63
3998,PRV56526,No,1.94,26,32,1.23,9200,353.85,0,2,32,29
3999,PRV56527,No,0.82,30,57,1.9,20080,669.33,0,2,57,52
4000,PRV56528,No,0.0,13,21,1.62,2620,201.54,0,0,21,18
4001,PRV56529,No,0.35,30,34,1.13,5080,169.33,0,3,34,33
4002,PRV56530,No,13.33,3,3,1.0,380,126.67,0,0,3,3
4003,PRV56531,No,0.0,5,5,1.0,300,60.0,0,0,5,5
4004,PRV56533,No,4.2,15,15,1.0,80952,5396.8,0,1,8,14
4005,PRV56535,No,0.87,50,67,1.34,18240,364.8,0,4,67,63
4006,PRV56536,No,2.06,34,65,1.91,17590,517.35,0,5,65,61
4007,PRV56537,No,1.36,74,104,1.41,22930,309.86,0,10,104,83
4008,PRV56538,No,0.83,11,23,2.09,4510,410.0,0,1,23,22
4009,PRV56539,No,0.0,1,1,1.0,900,900.0,0,1,1,1
4010,PRV56540,No,5.0,1,1,1.0,1068,1068.0,0,0,1,1
4011,PRV56543,No,3.0,4,4,1.0,26272,6568.0,0,0,4,4
4012,PRV56544,No,3.8,20,20,1.0,105718,5285.9,0,3,13,19
4013,PRV56545,No,6.0,1,1,1.0,8068,8068.0,0,0,1,1
4014,PRV56546,No,5.56,9,9,1.0,86544,9616.0,0,2,5,9
4015,PRV56547,No,4.71,7,7,1.0,67476,9639.43,0,0,3,7
4016,PRV56548,No,6.38,7,8,1.14,132544,18934.86,0,1,3,8
4017,PRV56549,No,3.5,2,2,1.0,16136,8068.0,0,0,1,2
4018,PRV56551,No,1.92,30,36,1.2,14170,472.33,0,4,35,36
4019,PRV56552,No,0.88,16,24,1.5,7390,461.88,0,2,24,23
4020,PRV56553,No,2.25,38,65,1.71,14760,388.42,0,4,65,58
4021,PRV56554,No,0.54,46,48,1.04,14000,304.35,0,4,48,45
4022,PRV56555,No,6.14,67,69,1.03,552744,8249.91,1,7,42,65
4023,PRV56556,No,1.69,384,880,2.29,934432,2433.42,2,77,843,333
4024,PRV56557,No,2.92,57,65,1.14,22780,399.65,0,7,65,57
4025,PRV56559,No,1.48,807,1113,1.38,348800,432.22,2,104,1113,352
4026,PRV56562,No,1.57,23,37,1.61,50856,2211.13,1,0,35,34
4027,PRV56563,No,1.0,27,30,1.11,105434,3904.96,0,2,25,29
4028,PRV56568,No,2.45,55,131,2.38,63020,1145.82,0,9,131,111
4029,PRV56570,No,2.1,27,30,1.11,164824,6104.59,0,2,24,29
4030,PRV56571,No,3.82,8,11,1.38,34824,4353.0,0,0,10,11
4031,PRV56572,No,0.0,19,20,1.05,3890,204.74,0,1,20,20
4032,PRV56574,No,2.21,50,62,1.24,123008,2460.16,0,5,55,58
4033,PRV56576,No,1.44,107,234,2.19,68648,641.57,1,0,234,162
4034,PRV56577,No,1.39,247,293,1.19,116476,471.56,2,23,290,212
