Provider,PotentialFraud,DupClaimNum_IP,DupClaimRatio_IP,DupClaim_IP,DupClaimStatesNum_IP,DupClaimMultiState_IP,DupClaimProviderNum_IP,DupClaimMultiProvider_IP,DupClaimStartDtNum_IP,DupClaimMultiStartDt_IP,DupClaimNum_OP,DupClaimRatio_OP,DupClaim_OP,DupClaimStatesNum_OP,DupClaimMultiState_OP,DupClaimProviderNum_OP,DupClaimMultiProvider_OP,DupClaimStartDtNum_OP,DupClaimMultiStartDt_OP
PRV55921,No,,,,,,,,,,27.0,0.4576271186440678,yes,52.0,yes,1452.0,yes,372.0,yes
PRV55925,No,0.0,0.0,no,,,,,,,6.0,0.35294117647058826,yes,43.0,yes,283.0,yes,222.0,yes
PRV55926,No,,,,,,,,,,14.0,0.5384615384615384,yes,52.0,yes,2087.0,yes,370.0,yes
PRV55927,No,,,,,,,,,,90.0,0.42452830188679247,yes,52.0,yes,3186.0,yes,380.0,yes
PRV55928,No,,,,,,,,,,7.0,0.5833333333333334,yes,50.0,yes,519.0,yes,323.0,yes
PRV55929,No,,,,,,,,,,132.0,0.45993031358885017,yes,52.0,yes,3350.0,yes,378.0,yes
PRV55930,No,1.0,0.14285714285714285,yes,2.0,yes,2.0,yes,2.0,yes,19.0,0.5,yes,52.0,yes,1666.0,yes,366.0,yes
PRV55931,No,,,,,,,,,,129.0,0.43728813559322033,yes,52.0,yes,3185.0,yes,378.0,yes
PRV55933,No,3.0,0.06666666666666668,yes,4.0,yes,4.0,yes,6.0,yes,205.0,0.45253863134657835,yes,52.0,yes,3505.0,yes,382.0,yes
PRV55934,Yes,0.0,0.0,no,,,,,,,279.0,0.4312210200927357,yes,52.0,yes,3634.0,yes,383.0,yes
PRV55935,No,,,,,,,,,,255.0,0.4636363636363636,yes,52.0,yes,3539.0,yes,380.0,yes
PRV55936,No,,,,,,,,,,10.0,0.4166666666666667,yes,52.0,yes,2325.0,yes,371.0,yes
PRV55937,No,0.0,0.0,no,,,,,,,173.0,0.4613333333333333,yes,52.0,yes,3426.0,yes,377.0,yes
PRV55938,No,,,,,,,,,,4.0,0.4444444444444444,yes,52.0,yes,1440.0,yes,366.0,yes
PRV55939,No,2.0,0.07142857142857142,yes,2.0,yes,3.0,yes,4.0,yes,9.0,0.391304347826087,yes,52.0,yes,1304.0,yes,365.0,yes
PRV55940,No,,,,,,,,,,14.0,0.4375,yes,51.0,yes,579.0,yes,339.0,yes
PRV55941,No,,,,,,,,,,30.0,0.5263157894736842,yes,52.0,yes,2623.0,yes,372.0,yes
PRV55942,No,1.0,0.5,yes,2.0,yes,2.0,yes,2.0,yes,35.0,0.4375,yes,52.0,yes,2558.0,yes,372.0,yes
PRV55943,No,2.0,0.05882352941176471,yes,3.0,yes,3.0,yes,4.0,yes,316.0,0.45997088791848617,yes,52.0,yes,3665.0,yes,382.0,yes
PRV55944,No,1.0,0.09090909090909093,yes,2.0,yes,2.0,yes,2.0,yes,5.0,0.3333333333333333,yes,50.0,yes,464.0,yes,303.0,yes
PRV55945,No,,,,,,,,,,5.0,0.25,yes,37.0,yes,114.0,yes,103.0,yes
PRV55946,No,,,,,,,,,,26.0,0.52,yes,51.0,yes,1525.0,yes,367.0,yes
PRV55948,No,0.0,0.0,no,,,,,,,13.0,0.5416666666666666,yes,52.0,yes,2356.0,yes,372.0,yes
PRV55950,No,,,,,,,,,,8.0,0.7272727272727273,yes,39.0,yes,163.0,yes,152.0,yes
PRV55951,Yes,0.0,0.0,no,,,,,,,173.0,0.4219512195121951,yes,52.0,yes,3490.0,yes,379.0,yes
PRV55953,No,,,,,,,,,,7.0,0.5384615384615384,yes,51.0,yes,725.0,yes,353.0,yes
PRV55955,No,,,,,,,,,,109.0,0.44308943089430897,yes,52.0,yes,3204.0,yes,373.0,yes
PRV55956,No,1.0,0.125,yes,1.0,no,2.0,yes,2.0,yes,4.0,0.2857142857142857,yes,46.0,yes,330.0,yes,261.0,yes
PRV55957,Yes,0.0,0.0,no,,,,,,,34.0,0.4,yes,52.0,yes,2596.0,yes,374.0,yes
PRV55958,No,,,,,,,,,,10.0,0.3333333333333333,yes,42.0,yes,210.0,yes,179.0,yes
PRV55959,Yes,,,,,,,,,,156.0,0.48148148148148145,yes,52.0,yes,3462.0,yes,379.0,yes
PRV55963,No,,,,,,,,,,21.0,0.44680851063829785,yes,52.0,yes,1090.0,yes,367.0,yes
PRV55964,No,,,,,,,,,,16.0,0.43243243243243246,yes,52.0,yes,2672.0,yes,371.0,yes
PRV55965,No,,,,,,,,,,11.0,0.3333333333333333,yes,52.0,yes,2436.0,yes,372.0,yes
PRV55966,No,,,,,,,,,,7.0,0.3333333333333333,yes,51.0,yes,1196.0,yes,365.0,yes
PRV55968,No,,,,,,,,,,70.0,0.47297297297297297,yes,52.0,yes,3079.0,yes,375.0,yes
PRV55969,No,,,,,,,,,,288.0,0.4186046511627907,yes,52.0,yes,3575.0,yes,385.0,yes
PRV55970,No,2.0,0.125,yes,3.0,yes,3.0,yes,4.0,yes,12.0,0.5,yes,52.0,yes,1093.0,yes,365.0,yes
PRV55971,Yes,3.0,0.0297029702970297,yes,5.0,yes,5.0,yes,7.0,yes,231.0,0.44508670520231214,yes,52.0,yes,3546.0,yes,381.0,yes
PRV55972,No,0.0,0.0,no,,,,,,,48.0,0.5274725274725275,yes,52.0,yes,2841.0,yes,377.0,yes
PRV55974,No,,,,,,,,,,79.0,0.4514285714285714,yes,52.0,yes,3084.0,yes,381.0,yes
PRV55977,Yes,,,,,,,,,,577.0,0.4431643625192012,yes,52.0,yes,3991.0,yes,385.0,yes
PRV55978,No,8.0,0.08695652173913042,yes,9.0,yes,9.0,yes,16.0,yes,158.0,0.511326860841424,yes,52.0,yes,3405.0,yes,381.0,yes
PRV55980,No,,,,,,,,,,7.0,0.4117647058823529,yes,42.0,yes,220.0,yes,175.0,yes
PRV55981,No,1.0,0.06666666666666668,yes,2.0,yes,2.0,yes,2.0,yes,13.0,0.3333333333333333,yes,52.0,yes,653.0,yes,336.0,yes
PRV55982,No,,,,,,,,,,2.0,0.5,yes,15.0,yes,18.0,yes,19.0,yes
PRV55983,No,0.0,0.0,no,,,,,,,8.0,0.5714285714285714,yes,52.0,yes,2323.0,yes,371.0,yes
PRV55984,No,,,,,,,,,,194.0,0.49489795918367346,yes,52.0,yes,3460.0,yes,379.0,yes
PRV55985,No,,,,,,,,,,29.0,0.5,yes,52.0,yes,2578.0,yes,372.0,yes
PRV55986,No,,,,,,,,,,102.0,0.4396551724137931,yes,52.0,yes,3138.0,yes,378.0,yes
PRV55989,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV55990,No,1.0,0.045454545454545456,yes,2.0,yes,2.0,yes,2.0,yes,98.0,0.4688995215311005,yes,52.0,yes,2985.0,yes,374.0,yes
PRV55991,No,,,,,,,,,,18.0,0.5625,yes,51.0,yes,1266.0,yes,365.0,yes
PRV55993,No,,,,,,,,,,10.0,0.3125,yes,52.0,yes,1381.0,yes,366.0,yes
PRV55995,No,,,,,,,,,,22.0,0.4782608695652174,yes,52.0,yes,704.0,yes,349.0,yes
PRV55996,Yes,2.0,0.06896551724137931,yes,3.0,yes,3.0,yes,4.0,yes,37.0,0.5362318840579711,yes,52.0,yes,2130.0,yes,370.0,yes
PRV55997,No,,,,,,,,,,152.0,0.4662576687116564,yes,52.0,yes,3311.0,yes,379.0,yes
PRV55999,No,,,,,,,,,,147.0,0.4803921568627451,yes,52.0,yes,3237.0,yes,376.0,yes
PRV56001,No,3.0,0.05263157894736842,yes,4.0,yes,4.0,yes,6.0,yes,3.0,0.23076923076923078,yes,52.0,yes,2301.0,yes,371.0,yes
PRV56002,No,1.0,0.09090909090909093,yes,1.0,no,2.0,yes,2.0,yes,10.0,0.47619047619047616,yes,52.0,yes,1542.0,yes,366.0,yes
PRV56003,No,1.0,0.125,yes,2.0,yes,2.0,yes,2.0,yes,0.0,0.0,no,,,,,,
PRV56004,No,,,,,,,,,,4.0,0.8,yes,42.0,yes,291.0,yes,218.0,yes
PRV56005,No,0.0,0.0,no,,,,,,,33.0,0.4583333333333333,yes,52.0,yes,2459.0,yes,373.0,yes
PRV56006,No,,,,,,,,,,490.0,0.44954128440366975,yes,52.0,yes,3859.0,yes,384.0,yes
PRV56007,Yes,3.0,0.043478260869565216,yes,3.0,yes,4.0,yes,6.0,yes,4.0,0.3333333333333333,yes,31.0,yes,89.0,yes,90.0,yes
PRV56008,Yes,,,,,,,,,,641.0,0.4678832116788321,yes,52.0,yes,4014.0,yes,385.0,yes
PRV56010,No,,,,,,,,,,31.0,0.37349397590361444,yes,52.0,yes,2844.0,yes,373.0,yes
PRV56011,Yes,,,,,,,,,,1268.0,0.44758206847864457,yes,52.0,yes,4209.0,yes,385.0,yes
PRV56012,Yes,1.0,0.03448275862068965,yes,4.0,yes,4.0,yes,4.0,yes,6.0,0.4,yes,52.0,yes,2545.0,yes,371.0,yes
PRV56013,No,,,,,,,,,,45.0,0.5,yes,52.0,yes,2532.0,yes,374.0,yes
PRV56014,No,2.0,0.10526315789473684,yes,2.0,yes,2.0,yes,4.0,yes,4.0,0.26666666666666666,yes,47.0,yes,222.0,yes,191.0,yes
PRV56015,No,0.0,0.0,no,,,,,,,52.0,0.36363636363636365,yes,52.0,yes,2992.0,yes,374.0,yes
PRV56016,No,,,,,,,,,,7.0,0.5833333333333334,yes,41.0,yes,240.0,yes,206.0,yes
PRV56017,No,0.0,0.0,no,,,,,,,1.0,0.5,yes,18.0,yes,29.0,yes,29.0,yes
PRV56018,No,2.0,0.08,yes,3.0,yes,3.0,yes,4.0,yes,26.0,0.5531914893617021,yes,52.0,yes,1294.0,yes,366.0,yes
PRV56019,No,,,,,,,,,,287.0,0.4355083459787557,yes,52.0,yes,3708.0,yes,383.0,yes
PRV56020,No,0.0,0.0,no,,,,,,,64.0,0.45714285714285713,yes,52.0,yes,3101.0,yes,379.0,yes
PRV56021,No,,,,,,,,,,74.0,0.578125,yes,52.0,yes,3225.0,yes,376.0,yes
PRV56023,Yes,0.0,0.0,no,,,,,,,15.0,0.42857142857142855,yes,52.0,yes,2453.0,yes,371.0,yes
PRV56025,No,,,,,,,,,,61.0,0.39869281045751637,yes,52.0,yes,2577.0,yes,372.0,yes
PRV56026,No,,,,,,,,,,18.0,0.4090909090909091,yes,52.0,yes,2647.0,yes,374.0,yes
PRV56027,No,,,,,,,,,,11.0,0.44,yes,52.0,yes,2402.0,yes,373.0,yes
PRV56028,No,0.0,0.0,no,,,,,,,87.0,0.4416243654822335,yes,52.0,yes,2942.0,yes,377.0,yes
PRV56029,No,,,,,,,,,,1.0,1.0,yes,38.0,yes,129.0,yes,115.0,yes
PRV56030,No,,,,,,,,,,81.0,0.39705882352941174,yes,52.0,yes,3039.0,yes,372.0,yes
PRV56031,No,0.0,0.0,no,,,,,,,6.0,0.6,yes,52.0,yes,2327.0,yes,372.0,yes
PRV56032,No,,,,,,,,,,5.0,0.5555555555555556,yes,43.0,yes,267.0,yes,215.0,yes
PRV56033,No,0.0,0.0,no,,,,,,,2.0,0.5,yes,52.0,yes,1258.0,yes,366.0,yes
PRV56034,No,,,,,,,,,,9.0,0.6923076923076923,yes,42.0,yes,186.0,yes,165.0,yes
PRV56036,No,,,,,,,,,,13.0,0.2653061224489796,yes,51.0,yes,529.0,yes,316.0,yes
PRV56037,No,,,,,,,,,,2.0,0.4,yes,48.0,yes,256.0,yes,201.0,yes
PRV56038,No,0.0,0.0,no,,,,,,,4.0,0.6666666666666666,yes,47.0,yes,303.0,yes,236.0,yes
PRV56039,No,,,,,,,,,,39.0,0.4020618556701031,yes,52.0,yes,2950.0,yes,376.0,yes
PRV56040,No,,,,,,,,,,4.0,0.3076923076923077,yes,51.0,yes,659.0,yes,347.0,yes
PRV56041,No,,,,,,,,,,22.0,0.4,yes,52.0,yes,1303.0,yes,373.0,yes
PRV56044,No,0.0,0.0,no,,,,,,,112.0,0.45901639344262296,yes,52.0,yes,3026.0,yes,373.0,yes
PRV56045,No,,,,,,,,,,51.0,0.425,yes,52.0,yes,2612.0,yes,377.0,yes
PRV56046,No,0.0,0.0,no,,,,,,,2.0,0.3333333333333333,yes,51.0,yes,423.0,yes,281.0,yes
PRV56047,No,,,,,,,,,,2.0,0.6666666666666666,yes,51.0,yes,606.0,yes,338.0,yes
PRV56048,No,,,,,,,,,,7.0,0.4375,yes,51.0,yes,570.0,yes,328.0,yes
PRV56049,No,,,,,,,,,,72.0,0.48322147651006714,yes,52.0,yes,2875.0,yes,377.0,yes
PRV56050,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV56051,No,,,,,,,,,,2.0,0.5,yes,25.0,yes,48.0,yes,46.0,yes
PRV56052,No,,,,,,,,,,5.0,0.4166666666666667,yes,50.0,yes,319.0,yes,234.0,yes
PRV56054,No,,,,,,,,,,19.0,0.4222222222222222,yes,52.0,yes,2501.0,yes,374.0,yes
PRV56055,No,,,,,,,,,,4.0,0.4444444444444444,yes,42.0,yes,141.0,yes,128.0,yes
PRV56056,No,,,,,,,,,,1.0,1.0,yes,27.0,yes,72.0,yes,71.0,yes
PRV56057,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56058,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56060,No,,,,,,,,,,1.0,1.0,yes,36.0,yes,94.0,yes,80.0,yes
PRV56062,No,,,,,,,,,,13.0,0.52,yes,52.0,yes,1599.0,yes,366.0,yes
PRV56063,No,,,,,,,,,,8.0,0.7272727272727273,yes,49.0,yes,511.0,yes,327.0,yes
PRV56065,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV56066,No,,,,,,,,,,3.0,0.375,yes,52.0,yes,2297.0,yes,371.0,yes
PRV56067,No,,,,,,,,,,2.0,0.6666666666666666,yes,36.0,yes,104.0,yes,93.0,yes
PRV56068,No,,,,,,,,,,19.0,0.4634146341463415,yes,52.0,yes,2436.0,yes,372.0,yes
PRV56071,No,,,,,,,,,,1.0,0.3333333333333333,yes,29.0,yes,41.0,yes,41.0,yes
PRV56072,No,,,,,,,,,,1.0,1.0,yes,6.0,yes,6.0,yes,6.0,yes
PRV56073,No,,,,,,,,,,5.0,0.4166666666666667,yes,51.0,yes,1171.0,yes,367.0,yes
PRV56075,No,,,,,,,,,,9.0,0.75,yes,51.0,yes,597.0,yes,336.0,yes
PRV56076,No,,,,,,,,,,1.0,0.3333333333333333,yes,36.0,yes,94.0,yes,88.0,yes
PRV56077,No,,,,,,,,,,2.0,0.2857142857142857,yes,15.0,yes,20.0,yes,21.0,yes
PRV56078,No,,,,,,,,,,2.0,0.5,yes,44.0,yes,204.0,yes,175.0,yes
PRV56080,No,,,,,,,,,,2.0,0.4,yes,51.0,yes,656.0,yes,344.0,yes
PRV56083,No,,,,,,,,,,1.0,0.3333333333333333,yes,6.0,yes,7.0,yes,7.0,yes
PRV56084,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV56086,No,,,,,,,,,,9.0,0.5625,yes,52.0,yes,2719.0,yes,374.0,yes
PRV56087,No,,,,,,,,,,1.0,1.0,yes,31.0,yes,80.0,yes,78.0,yes
PRV56088,No,,,,,,,,,,32.0,0.3764705882352941,yes,52.0,yes,1287.0,yes,369.0,yes
PRV56089,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV56090,No,,,,,,,,,,5.0,0.4166666666666667,yes,52.0,yes,2314.0,yes,371.0,yes
PRV56091,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV56092,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV56093,No,,,,,,,,,,4.0,0.5714285714285714,yes,50.0,yes,454.0,yes,307.0,yes
PRV56094,No,,,,,,,,,,9.0,0.36,yes,51.0,yes,1180.0,yes,365.0,yes
PRV56095,No,,,,,,,,,,3.0,0.2727272727272727,yes,52.0,yes,2301.0,yes,371.0,yes
PRV56098,No,,,,,,,,,,7.0,0.3333333333333333,yes,50.0,yes,535.0,yes,325.0,yes
PRV56099,No,,,,,,,,,,3.0,1.0,yes,51.0,yes,1180.0,yes,365.0,yes
PRV56101,No,,,,,,,,,,2.0,0.4,yes,38.0,yes,107.0,yes,109.0,yes
PRV56102,No,0.0,0.0,no,,,,,,,13.0,0.4642857142857143,yes,52.0,yes,1032.0,yes,371.0,yes
PRV56103,Yes,3.0,0.04411764705882353,yes,4.0,yes,4.0,yes,6.0,yes,18.0,0.375,yes,49.0,yes,470.0,yes,308.0,yes
PRV56104,Yes,,,,,,,,,,221.0,0.4575569358178054,yes,52.0,yes,3545.0,yes,378.0,yes
PRV56105,No,4.0,0.13793103448275862,yes,6.0,yes,6.0,yes,9.0,yes,2.0,0.6666666666666666,yes,52.0,yes,2294.0,yes,371.0,yes
PRV56106,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56108,No,,,,,,,,,,8.0,0.5333333333333333,yes,52.0,yes,2330.0,yes,371.0,yes
PRV56109,No,,,,,,,,,,6.0,0.5,yes,42.0,yes,257.0,yes,205.0,yes
PRV56111,No,,,,,,,,,,34.0,0.3655913978494624,yes,52.0,yes,2470.0,yes,372.0,yes
PRV56113,No,,,,,,,,,,21.0,0.4666666666666667,yes,52.0,yes,2465.0,yes,374.0,yes
PRV56114,No,,,,,,,,,,19.0,0.4634146341463415,yes,51.0,yes,905.0,yes,362.0,yes
PRV56115,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV56116,No,,,,,,,,,,14.0,0.4,yes,52.0,yes,2337.0,yes,373.0,yes
PRV56117,No,,,,,,,,,,8.0,0.5714285714285714,yes,49.0,yes,652.0,yes,348.0,yes
PRV56118,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56119,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56120,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56121,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56122,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56123,No,2.0,0.05,yes,4.0,yes,4.0,yes,5.0,yes,,,,,,,,,
PRV56124,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56125,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56126,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56129,No,1.0,0.043478260869565216,yes,2.0,yes,2.0,yes,2.0,yes,,,,,,,,,
PRV56130,No,1.0,0.05882352941176471,yes,2.0,yes,2.0,yes,2.0,yes,,,,,,,,,
PRV56131,No,1.0,0.06666666666666668,yes,2.0,yes,2.0,yes,2.0,yes,,,,,,,,,
PRV56133,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56134,Yes,5.0,0.08064516129032258,yes,5.0,yes,6.0,yes,10.0,yes,,,,,,,,,
PRV56135,No,0.0,0.0,no,,,,,,,7.0,0.3684210526315789,yes,49.0,yes,511.0,yes,313.0,yes
PRV56136,No,0.0,0.0,no,,,,,,,3.0,0.42857142857142855,yes,38.0,yes,133.0,yes,120.0,yes
PRV56137,No,,,,,,,,,,23.0,0.4791666666666667,yes,52.0,yes,1641.0,yes,367.0,yes
PRV56138,No,,,,,,,,,,12.0,0.3333333333333333,yes,52.0,yes,2468.0,yes,377.0,yes
PRV56139,No,0.0,0.0,no,,,,,,,11.0,0.6111111111111112,yes,52.0,yes,2376.0,yes,371.0,yes
PRV56140,No,0.0,0.0,no,,,,,,,11.0,0.7333333333333333,yes,52.0,yes,765.0,yes,357.0,yes
PRV56141,No,,,,,,,,,,18.0,0.46153846153846156,yes,52.0,yes,2379.0,yes,371.0,yes
PRV56142,No,0.0,0.0,no,,,,,,,22.0,0.4583333333333333,yes,49.0,yes,781.0,yes,355.0,yes
PRV56143,No,,,,,,,,,,10.0,0.3448275862068966,yes,49.0,yes,502.0,yes,319.0,yes
PRV56145,No,,,,,,,,,,25.0,0.4807692307692308,yes,51.0,yes,858.0,yes,366.0,yes
PRV56146,No,,,,,,,,,,10.0,0.47619047619047616,yes,52.0,yes,817.0,yes,365.0,yes
PRV56147,No,0.0,0.0,no,,,,,,,2.0,0.3333333333333333,yes,43.0,yes,215.0,yes,179.0,yes
PRV56148,No,,,,,,,,,,62.0,0.43356643356643354,yes,52.0,yes,3079.0,yes,374.0,yes
PRV56149,No,,,,,,,,,,16.0,0.5925925925925926,yes,52.0,yes,2696.0,yes,372.0,yes
PRV56151,No,,,,,,,,,,46.0,0.5287356321839081,yes,52.0,yes,3052.0,yes,372.0,yes
PRV56152,No,,,,,,,,,,10.0,0.5555555555555556,yes,50.0,yes,462.0,yes,294.0,yes
PRV56153,No,,,,,,,,,,5.0,0.5555555555555556,yes,51.0,yes,1343.0,yes,365.0,yes
PRV56154,No,,,,,,,,,,9.0,0.47368421052631576,yes,52.0,yes,1348.0,yes,367.0,yes
PRV56156,No,1.0,0.2,yes,2.0,yes,2.0,yes,2.0,yes,28.0,0.4375,yes,52.0,yes,2736.0,yes,372.0,yes
PRV56157,No,,,,,,,,,,15.0,0.39473684210526316,yes,52.0,yes,2688.0,yes,372.0,yes
PRV56158,No,,,,,,,,,,23.0,0.6052631578947368,yes,52.0,yes,2767.0,yes,373.0,yes
PRV56159,No,,,,,,,,,,15.0,0.5,yes,51.0,yes,909.0,yes,362.0,yes
PRV56161,Yes,0.0,0.0,no,,,,,,,20.0,0.5882352941176471,yes,51.0,yes,891.0,yes,365.0,yes
PRV56163,No,,,,,,,,,,4.0,0.5714285714285714,yes,52.0,yes,2308.0,yes,371.0,yes
PRV56164,No,,,,,,,,,,11.0,0.4074074074074074,yes,49.0,yes,418.0,yes,290.0,yes
PRV56165,No,,,,,,,,,,10.0,0.5263157894736842,yes,52.0,yes,839.0,yes,360.0,yes
PRV56166,No,0.0,0.0,no,,,,,,,4.0,0.6666666666666666,yes,49.0,yes,366.0,yes,264.0,yes
PRV56168,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV56169,No,,,,,,,,,,8.0,0.36363636363636365,yes,52.0,yes,2614.0,yes,372.0,yes
PRV56170,No,0.0,0.0,no,,,,,,,5.0,0.5,yes,52.0,yes,1362.0,yes,366.0,yes
PRV56171,No,,,,,,,,,,6.0,0.4,yes,50.0,yes,641.0,yes,341.0,yes
PRV56172,No,0.0,0.0,no,,,,,,,2.0,0.25,yes,52.0,yes,2285.0,yes,371.0,yes
PRV56173,No,0.0,0.0,no,,,,,,,19.0,0.5,yes,52.0,yes,1090.0,yes,367.0,yes
PRV56174,No,0.0,0.0,no,,,,,,,6.0,0.6666666666666666,yes,47.0,yes,249.0,yes,202.0,yes
PRV56176,No,,,,,,,,,,9.0,0.42857142857142855,yes,52.0,yes,2455.0,yes,371.0,yes
PRV56177,No,,,,,,,,,,7.0,0.3888888888888889,yes,52.0,yes,1287.0,yes,365.0,yes
PRV56179,No,0.0,0.0,no,,,,,,,3.0,0.42857142857142855,yes,29.0,yes,63.0,yes,66.0,yes
PRV56181,No,,,,,,,,,,8.0,0.6666666666666666,yes,51.0,yes,699.0,yes,350.0,yes
PRV56182,No,,,,,,,,,,22.0,0.43137254901960786,yes,52.0,yes,2667.0,yes,375.0,yes
PRV56183,No,,,,,,,,,,10.0,0.43478260869565216,yes,50.0,yes,571.0,yes,327.0,yes
PRV56184,No,,,,,,,,,,8.0,0.4444444444444444,yes,51.0,yes,520.0,yes,313.0,yes
PRV56185,No,,,,,,,,,,3.0,0.42857142857142855,yes,50.0,yes,281.0,yes,220.0,yes
PRV56186,No,,,,,,,,,,7.0,0.5833333333333334,yes,52.0,yes,1423.0,yes,365.0,yes
PRV56187,No,,,,,,,,,,6.0,0.3333333333333333,yes,42.0,yes,176.0,yes,152.0,yes
PRV56189,No,,,,,,,,,,2.0,0.3333333333333333,yes,11.0,yes,16.0,yes,16.0,yes
PRV56190,No,,,,,,,,,,3.0,0.5,yes,12.0,yes,17.0,yes,19.0,yes
PRV56191,No,,,,,,,,,,30.0,0.4838709677419355,yes,52.0,yes,2864.0,yes,373.0,yes
PRV56193,No,,,,,,,,,,4.0,0.2857142857142857,yes,52.0,yes,2343.0,yes,371.0,yes
PRV56194,No,,,,,,,,,,3.0,0.375,yes,30.0,yes,51.0,yes,53.0,yes
PRV56196,No,,,,,,,,,,3.0,0.5,yes,50.0,yes,481.0,yes,311.0,yes
PRV56198,No,,,,,,,,,,7.0,0.3333333333333333,yes,50.0,yes,653.0,yes,336.0,yes
PRV56199,No,,,,,,,,,,9.0,0.5625,yes,52.0,yes,1433.0,yes,366.0,yes
PRV56200,No,,,,,,,,,,25.0,0.43103448275862066,yes,52.0,yes,2486.0,yes,371.0,yes
PRV56201,No,,,,,,,,,,1.0,0.3333333333333333,yes,40.0,yes,176.0,yes,160.0,yes
PRV56202,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV56206,No,,,,,,,,,,13.0,0.41935483870967744,yes,51.0,yes,561.0,yes,329.0,yes
PRV56207,No,1.0,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes,42.0,0.45652173913043476,yes,52.0,yes,3026.0,yes,373.0,yes
PRV56208,No,,,,,,,,,,25.0,0.373134328358209,yes,52.0,yes,1145.0,yes,369.0,yes
PRV56209,No,,,,,,,,,,82.0,0.43386243386243384,yes,52.0,yes,3185.0,yes,377.0,yes
PRV56210,No,0.0,0.0,no,,,,,,,53.0,0.44537815126050423,yes,52.0,yes,1982.0,yes,366.0,yes
PRV56211,No,,,,,,,,,,36.0,0.43373493975903615,yes,52.0,yes,2114.0,yes,370.0,yes
PRV56212,No,,,,,,,,,,8.0,0.47058823529411764,yes,51.0,yes,1380.0,yes,367.0,yes
PRV56213,No,,,,,,,,,,298.0,0.463452566096423,yes,52.0,yes,3677.0,yes,383.0,yes
PRV56214,No,,,,,,,,,,1.0,0.3333333333333333,yes,4.0,yes,4.0,yes,4.0,yes
PRV56216,No,,,,,,,,,,202.0,0.41995841995842,yes,52.0,yes,3568.0,yes,377.0,yes
PRV56217,No,,,,,,,,,,17.0,0.37777777777777777,yes,52.0,yes,2651.0,yes,371.0,yes
PRV56218,No,0.0,0.0,no,,,,,,,51.0,0.45535714285714285,yes,52.0,yes,2837.0,yes,373.0,yes
PRV56219,No,0.0,0.0,no,,,,,,,127.0,0.4652014652014652,yes,52.0,yes,3290.0,yes,377.0,yes
PRV56220,No,1.0,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes,5.0,0.4166666666666667,yes,38.0,yes,129.0,yes,124.0,yes
PRV56221,No,0.0,0.0,no,,,,,,,126.0,0.43902439024390244,yes,52.0,yes,3384.0,yes,377.0,yes
PRV56222,No,,,,,,,,,,43.0,0.42574257425742573,yes,52.0,yes,3069.0,yes,372.0,yes
PRV56224,No,0.0,0.0,no,,,,,,,46.0,0.42990654205607476,yes,52.0,yes,2764.0,yes,376.0,yes
PRV56225,Yes,1.0,0.02,yes,2.0,yes,2.0,yes,2.0,yes,247.0,0.4591078066914498,yes,52.0,yes,3526.0,yes,380.0,yes
PRV56227,No,0.0,0.0,no,,,,,,,8.0,0.32,yes,52.0,yes,2342.0,yes,371.0,yes
PRV56228,No,,,,,,,,,,112.0,0.42748091603053434,yes,52.0,yes,3072.0,yes,380.0,yes
PRV56229,No,,,,,,,,,,6.0,0.46153846153846156,yes,37.0,yes,97.0,yes,101.0,yes
PRV56231,Yes,0.0,0.0,no,,,,,,,105.0,0.4411764705882353,yes,52.0,yes,3250.0,yes,376.0,yes
PRV56232,No,,,,,,,,,,17.0,0.4857142857142857,yes,52.0,yes,1534.0,yes,368.0,yes
PRV56233,No,,,,,,,,,,41.0,0.41836734693877553,yes,52.0,yes,2822.0,yes,377.0,yes
PRV56234,No,,,,,,,,,,34.0,0.4857142857142857,yes,52.0,yes,2756.0,yes,378.0,yes
PRV56235,No,0.0,0.0,no,,,,,,,59.0,0.37579617834394907,yes,52.0,yes,3040.0,yes,375.0,yes
